Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
37;0.00;5072.00;0.65;0.12;-0.01;-1.04;0.01
38;0.00;5158.00;0.57;0.12;-0.01;-1.04;0.01
39;0.00;5244.00;0.35;0.12;-0.01;-1.04;0.02
40;0.00;5330.00;0.55;0.12;-0.01;-1.04;0.01
41;0.00;5416.00;0.58;0.12;-0.01;-1.04;0.01
42;0.00;5502.00;0.42;0.12;-0.02;-1.04;0.02
43;0.00;5588.00;0.50;0.12;-0.01;-1.04;0.01
44;0.00;5675.00;0.55;0.12;-0.01;-1.04;0.01
45;0.00;5762.00;0.36;0.12;-0.01;-1.03;0.01
46;0.00;5848.00;0.34;0.12;-0.01;-1.04;0.01
47;0.00;5934.00;0.52;0.12;-0.01;-1.04;0.01
48;0.00;6020.00;0.47;0.12;-0.01;-1.04;0.01
49;0.00;6106.00;0.45;0.12;-0.01;-1.05;0.01
50;0.00;6192.00;0.46;0.12;-0.01;-1.04;0.01
51;0.00;6278.00;0.60;0.12;-0.01;-1.03;0.01
52;0.00;6364.00;0.55;0.12;-0.01;-1.04;0.02
53;0.00;6450.00;0.35;0.12;-0.01;-1.04;0.01
54;0.00;6536.00;0.29;0.12;-0.01;-1.04;0.02
55;0.00;6622.00;0.25;0.12;-0.01;-1.04;0.02
56;0.00;6709.00;0.29;0.12;-0.01;-1.04;0.01
57;0.00;6795.00;0.53;0.12;-0.01;-1.04;0.01
58;0.00;6881.00;0.70;0.12;-0.01;-1.04;0.01
59;0.00;6967.00;0.76;0.12;-0.00;-1.03;0.01
60;0.00;7053.00;0.75;0.12;-0.00;-1.04;0.01
61;0.00;7139.00;0.50;0.12;-0.01;-1.04;0.01
62;0.00;7225.00;0.35;0.12;-0.01;-1.04;0.01
63;0.00;7311.00;0.45;0.12;-0.01;-1.04;0.01
64;0.00;7397.00;0.49;0.12;-0.01;-1.04;0.01
65;0.00;7483.00;0.66;0.12;-0.01;-1.04;0.01
66;0.00;7569.00;0.66;0.12;-0.01;-1.04;0.01
67;0.00;7655.00;0.53;0.12;-0.00;-1.03;0.01
68;0.00;7742.00;0.52;0.12;-0.01;-1.04;0.02
69;0.00;7828.00;0.69;0.12;-0.01;-1.04;0.01
70;0.00;7914.00;0.56;0.12;-0.01;-1.04;0.01
71;0.00;8000.00;0.65;0.12;-0.01;-1.04;0.01
72;0.00;8086.00;0.51;0.12;-0.01;-1.04;0.01
73;0.00;8172.00;0.38;0.12;-0.01;-1.04;0.01
74;0.00;8258.00;0.53;0.12;-0.01;-1.04;0.01
75;0.00;8344.00;0.46;0.12;-0.01;-1.04;0.01
76;0.00;8430.00;0.39;0.12;-0.00;-1.04;0.01
77;0.00;8516.00;0.55;0.12;-0.01;-1.04;0.01
78;0.00;8602.00;0.48;0.12;-0.01;-1.04;0.01
79;40.00;8689.00;0.44;0.48;-0.06;-1.03;0.18
80;45.00;8775.00;2.42;1.54;-0.39;-1.30;0.02
81;50.00;8861.00;20.30;2.44;-0.50;-1.37;0.17
82;55.00;8947.00;81.39;3.17;-0.06;-1.63;0.04
83;60.00;9033.00;151.62;3.25;-0.44;-0.90;0.07
84;65.00;9119.00;187.19;3.86;-0.03;-1.53;0.06
85;70.00;9205.00;216.15;4.27;-1.11;-1.18;0.02
86;75.00;9291.00;247.60;4.88;1.08;-1.11;0.04
87;80.00;9377.00;277.77;5.53;0.61;-1.17;0.01
88;85.00;9463.00;306.94;6.79;0.29;-0.85;0.00
89;90.00;9550.00;340.24;8.09;1.03;-1.18;0.00
90;95.00;9636.00;377.12;9.07;0.16;-1.30;0.00
91;100.00;9722.00;404.26;9.11;-0.44;-1.08;0.09
92;105.00;9808.00;411.95;8.78;-1.36;-1.08;0.05
93;110.00;9894.00;412.77;8.74;-1.55;-1.08;0.01
94;115.00;9980.00;412.39;8.58;-1.33;-0.69;0.04
95;120.00;10066.00;411.17;8.62;-0.24;-0.71;0.07
96;125.00;10152.00;411.06;8.42;0.89;-0.84;0.00
97;130.00;10238.00;410.87;8.70;1.63;-0.89;0.00
98;135.00;10324.00;409.99;8.82;1.42;-1.33;0.11
99;140.00;10411.00;410.19;8.66;0.74;-1.13;0.17
100;140.00;10498.00;410.14;8.46;0.45;-1.06;0.06
101;135.00;10584.00;409.07;8.70;-0.34;-1.10;0.02
102;130.00;10670.00;407.90;8.74;-1.02;-1.11;0.11
103;125.00;10756.00;408.02;9.03;-1.66;-1.10;0.01
104;120.00;10842.00;407.21;8.66;-1.39;-1.06;0.05
105;115.00;10928.00;405.80;8.74;-1.09;-1.09;0.11
106;110.00;11014.00;405.78;8.66;-0.77;-0.57;0.02
107;105.00;11100.00;405.28;8.91;0.01;-0.69;0.11
108;100.00;11186.00;404.62;8.74;0.82;-0.54;0.16
109;95.00;11272.00;404.42;8.70;1.41;-0.68;0.23
110;90.00;11358.00;403.26;8.87;1.72;-1.00;0.01
111;85.00;11444.00;403.19;8.42;0.63;-0.89;0.06
112;80.00;11531.00;395.37;7.56;0.58;-1.25;0.22
113;75.00;11617.00;369.48;6.26;0.88;-0.86;0.03
114;70.00;11703.00;338.72;5.49;-1.28;-0.95;0.02
115;65.00;11789.00;306.49;4.84;-0.67;-0.57;0.08
116;60.00;11875.00;272.77;4.06;0.56;-1.44;0.10
117;55.00;11961.00;243.62;3.45;-0.26;-1.73;0.09
118;50.00;12047.00;214.32;2.76;0.10;-0.63;0.02
119;40.00;12219.00;161.67;1.79;0.18;-0.92;0.08
120;0.00;12305.00;139.80;1.09;-0.07;-1.25;0.32
121;0.00;12391.00;111.05;0.52;-0.03;-1.01;0.18
122;0.00;12478.00;70.10;0.12;0.12;-1.02;0.05
123;0.00;12564.00;40.92;0.12;0.01;-0.98;0.05
124;0.00;12650.00;25.20;0.12;0.02;-1.03;0.01
125;0.00;12736.00;16.15;0.12;0.04;-1.01;0.07
126;0.00;12822.00;10.81;0.12;0.11;-1.03;0.08
127;0.00;12908.00;7.22;0.12;-0.05;-1.05;0.00
128;0.00;12994.00;4.68;0.12;-0.04;-1.03;0.02
129;0.00;13080.00;3.23;0.12;0.04;-1.03;0.02
130;0.00;13166.00;2.10;0.12;0.00;-1.04;0.04
131;0.00;13252.00;1.13;0.12;-0.04;-1.03;0.02
132;0.00;13338.00;0.42;0.12;-0.01;-1.04;0.00
133;0.00;13425.00;0.13;0.12;-0.00;-1.04;0.07
134;0.00;13511.00;-0.15;0.12;-0.02;-1.04;0.03
135;0.00;13597.00;-0.47;0.12;-0.02;-1.04;0.01
136;0.00;13683.00;-0.87;0.12;-0.01;-1.04;0.00
137;0.00;13769.00;-1.13;0.12;-0.00;-1.03;0.01
138;0.00;13855.00;-1.18;0.12;-0.01;-1.04;0.00
139;0.00;13941.00;-1.01;0.12;-0.02;-1.04;0.01
140;0.00;14027.00;-0.89;0.12;-0.01;-1.05;0.02
141;0.00;14113.00;-0.93;0.12;-0.01;-1.04;0.01
142;0.00;14199.00;-0.92;0.12;-0.01;-1.04;0.01
143;0.00;14285.00;-0.98;0.12;-0.01;-1.04;0.02
144;0.00;14372.00;-0.86;0.12;-0.01;-1.04;0.02
145;0.00;14458.00;-0.74;0.12;-0.01;-1.04;0.01
146;0.00;14544.00;-0.81;0.12;-0.01;-1.04;0.01
147;0.00;14630.00;-0.75;0.12;-0.02;-1.04;0.02
148;0.00;14716.00;-0.82;0.12;-0.01;-1.04;0.01
149;0.00;14802.00;-0.92;0.12;-0.01;-1.04;0.01
150;0.00;14888.00;-0.76;0.12;-0.01;-1.04;0.02
151;0.00;14974.00;-0.77;0.12;-0.01;-1.04;0.01
152;0.00;15060.00;-0.86;0.12;-0.01;-1.04;0.01
