Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
109;95.00;-111.00;406.70;8.46;1.12;-1.19;0.11
110;90.00;-25.00;407.13;8.78;0.44;-1.13;0.01
111;85.00;11581.00;408.03;8.13;1.14;-1.33;0.05
112;80.00;-109.00;400.09;7.60;-1.36;-0.64;0.00
113;75.00;-23.00;372.72;6.46;-0.71;-0.54;0.05
114;70.00;11840.00;337.71;5.69;0.70;-1.32;0.00
115;65.00;-106.00;305.49;4.88;0.11;-1.59;0.00
116;60.00;-20.00;273.38;4.10;0.45;-0.44;0.06
117;55.00;12098.00;241.62;3.45;0.37;-0.87;0.06
118;50.00;-104.00;215.04;2.92;-0.37;-1.37;0.00
119;45.00;-18.00;189.68;2.31;0.12;-0.99;0.16
120;40.00;12356.00;165.44;1.87;-0.20;-1.04;0.13
121;0.00;-102.00;142.33;1.13;0.21;-1.05;0.03
122;0.00;-16.00;114.34;0.52;0.00;-1.06;0.07
123;0.00;12615.00;74.75;0.12;-0.04;-1.03;0.04
124;0.00;-99.00;44.49;0.12;-0.09;-1.13;0.00
125;0.00;-13.00;28.23;0.12;0.01;-1.01;0.03
126;0.00;12873.00;18.73;0.12;0.08;-1.03;0.03
127;0.00;-97.00;13.04;0.12;-0.03;-1.03;0.02
128;0.00;-11.00;9.68;0.12;-0.09;-1.04;0.02
129;0.00;13131.00;7.50;0.12;0.01;-1.02;0.01
130;0.00;-95.00;5.99;0.12;0.01;-1.03;0.03
131;0.00;-9.00;4.66;0.12;-0.02;-1.04;0.01
132;0.00;13390.00;3.60;0.12;-0.03;-1.02;0.00
133;0.00;-92.00;2.72;0.12;0.00;-1.03;0.00
134;0.00;-6.00;2.32;0.12;-0.00;-1.03;0.04
135;0.00;13648.00;2.08;0.12;-0.02;-1.04;0.04
136;0.00;-90.00;1.65;0.12;-0.02;-1.04;0.05
137;0.00;-4.00;1.44;0.12;-0.01;-1.04;0.03
138;0.00;13906.00;1.28;0.12;-0.00;-1.03;0.01
139;0.00;-88.00;1.24;0.12;-0.00;-1.04;0.01
140;0.00;-2.00;1.16;0.12;-0.01;-1.04;0.01
141;0.00;14166.00;1.22;0.12;-0.01;-1.04;0.02
142;0.00;-84.00;1.20;0.12;-0.01;-1.04;0.02
143;0.00;14338.00;1.22;0.12;-0.01;-1.04;0.03
144;0.00;14424.00;1.13;0.12;-0.01;-1.04;0.02
145;0.00;-82.00;1.22;0.12;-0.01;-1.04;0.02
146;0.00;14596.00;1.14;0.12;-0.01;-1.04;0.01
147;0.00;14682.00;1.02;0.12;-0.01;-1.04;0.00
148;0.00;-80.00;1.05;0.12;-0.01;-1.04;0.01
149;0.00;14854.00;1.11;0.12;-0.01;-1.04;0.01
150;0.00;14940.00;0.93;0.12;-0.01;-1.04;0.01
151;0.00;-77.00;0.94;0.12;-0.01;-1.04;0.01
152;0.00;15113.00;0.97;0.12;-0.01;-1.05;0.01
153;0.00;15199.00;0.90;0.12;-0.01;-1.04;0.01
154;0.00;-75.00;1.04;0.12;-0.01;-1.04;0.01
155;0.00;15371.00;0.86;0.12;-0.01;-1.05;0.01
156;0.00;15457.00;0.85;0.12;-0.00;-1.04;0.01
157;0.00;-73.00;0.91;0.12;-0.00;-1.03;0.00
158;0.00;15629.00;0.86;0.12;-0.01;-1.04;0.01
159;0.00;15715.00;0.90;0.12;-0.01;-1.04;0.02
160;0.00;-70.00;0.93;0.12;-0.01;-1.04;0.02
161;0.00;15888.00;1.11;0.16;-0.00;-1.04;0.01
162;0.00;15974.00;0.99;0.16;-0.01;-1.04;0.01
163;0.00;-68.00;0.98;0.16;-0.01;-1.04;0.01
164;0.00;16146.00;1.05;0.12;-0.01;-1.04;0.01
165;0.00;16232.00;0.96;0.12;-0.01;-1.04;0.01
166;0.00;-66.00;0.77;0.12;-0.01;-1.04;0.01
167;0.00;16404.00;0.88;0.12;-0.00;-1.03;0.01
168;0.00;16490.00;0.84;0.12;-0.00;-1.04;0.02
169;0.00;-63.00;0.79;0.12;-0.01;-1.04;0.01
170;0.00;16663.00;0.72;0.12;-0.01;-1.04;0.01
171;0.00;16749.00;0.80;0.12;-0.01;-1.04;0.01
172;0.00;-61.00;0.90;0.12;-0.00;-1.03;0.01
173;0.00;16921.00;0.81;0.12;-0.01;-1.04;0.01
174;0.00;17007.00;0.72;0.12;-0.01;-1.04;0.01
175;0.00;-59.00;0.84;0.12;-0.01;-1.04;0.01
176;0.00;17179.00;0.79;0.12;-0.01;-1.04;0.01
177;0.00;17265.00;0.70;0.12;-0.01;-1.04;0.01
178;0.00;-56.00;0.73;0.12;-0.01;-1.04;0.00
179;0.00;17438.00;0.57;0.12;-0.01;-1.04;0.01
180;0.00;17524.00;0.66;0.12;-0.01;-1.04;0.01
181;0.00;-54.00;0.67;0.12;-0.01;-1.04;0.01
182;0.00;17696.00;0.69;0.12;-0.01;-1.03;0.01
183;0.00;17782.00;0.80;0.12;-0.00;-1.04;0.01
184;0.00;-52.00;0.94;0.12;-0.01;-1.04;0.01
185;0.00;17954.00;0.90;0.12;-0.01;-1.04;0.02
186;0.00;18040.00;0.95;0.12;-0.01;-1.04;0.01
187;0.00;-50.00;0.90;0.16;-0.01;-1.04;0.02
188;0.00;18213.00;0.69;0.16;-0.01;-1.04;0.02
189;0.00;18299.00;0.70;0.16;-0.01;-1.04;0.01
190;0.00;-47.00;0.67;0.12;-0.00;-1.03;0.01
191;0.00;18471.00;0.84;0.12;-0.01;-1.04;0.01
192;0.00;18557.00;1.01;0.12;-0.01;-1.04;0.00
193;0.00;-45.00;0.82;0.12;-0.01;-1.04;0.01
194;0.00;18729.00;0.55;0.12;-0.01;-1.04;0.01
195;0.00;-128.00;0.67;0.12;-0.00;-1.04;0.01
196;0.00;-42.00;0.72;0.12;-0.01;-1.04;0.01
197;0.00;18989.00;0.76;0.12;-0.01;-1.04;0.01
198;0.00;-125.00;0.76;0.12;-0.01;-1.04;0.01
199;0.00;-39.00;0.81;0.12;-0.01;-1.04;0.01
200;0.00;19247.00;0.81;0.12;-0.01;-1.04;0.01
201;0.00;-123.00;0.73;0.12;-0.01;-1.04;0.01
202;0.00;-37.00;0.86;0.16;-0.01;-1.04;0.01
203;0.00;19505.00;0.97;0.16;-0.00;-1.04;0.01
204;0.00;-121.00;0.91;0.16;-0.01;-1.04;0.01
205;0.00;-35.00;0.62;0.12;-0.01;-1.04;0.01
206;0.00;19763.00;0.60;0.12;-0.00;-1.04;0.02
207;0.00;-118.00;0.70;0.12;-0.01;-1.04;0.01
208;0.00;-32.00;0.71;0.12;-0.01;-1.04;0.02
209;0.00;20022.00;0.84;0.12;-0.00;-1.04;0.01
210;0.00;-116.00;0.77;0.12;-0.01;-1.04;0.01
211;0.00;-30.00;0.68;0.12;-0.02;-1.04;0.01
212;0.00;20280.00;0.69;0.12;-0.01;-1.04;0.01
213;0.00;-114.00;0.51;0.12;-0.01;-1.04;0.01
214;0.00;-28.00;0.44;0.12;-0.00;-1.04;0.01
215;0.00;20538.00;0.80;0.12;-0.01;-1.04;0.01
216;0.00;-111.00;1.01;0.12;-0.00;-1.04;0.01
217;0.00;-25.00;0.74;0.12;-0.01;-1.04;0.01
218;0.00;20797.00;0.61;0.12;-0.01;-1.04;0.01
219;0.00;-109.00;0.69;0.12;-0.01;-1.04;0.01
220;0.00;-23.00;0.80;0.12;-0.01;-1.04;0.01
221;0.00;21055.00;0.49;0.12;-0.01;-1.04;0.01
222;0.00;-107.00;0.54;0.12;-0.00;-1.04;0.01
223;0.00;-21.00;0.75;0.12;-0.01;-1.04;0.01
224;0.00;21313.00;0.49;0.12;-0.01;-1.04;0.01
225;0.00;-104.00;0.65;0.12;-0.01;-1.04;0.02
226;0.00;-18.00;0.72;0.12;-0.01;-1.04;0.01
227;0.00;21572.00;0.67;0.12;-0.01;-1.04;0.01
228;0.00;-102.00;0.68;0.12;-0.01;-1.04;0.01
229;0.00;-16.00;0.73;0.12;-0.01;-1.04;0.01
230;0.00;21830.00;0.50;0.12;-0.01;-1.04;0.01
231;0.00;-100.00;0.62;0.12;-0.00;-1.04;0.01
232;0.00;-14.00;0.44;0.12;-0.01;-1.04;0.01
233;0.00;22088.00;0.43;0.12;-0.00;-1.04;0.01
234;0.00;-97.00;0.79;0.12;-0.01;-1.04;0.01
235;0.00;-11.00;0.77;0.12;-0.00;-1.03;0.01
236;0.00;22347.00;0.65;0.12;-0.02;-1.04;0.01
237;0.00;-95.00;0.63;0.12;-0.01;-1.04;0.01
238;0.00;-9.00;0.70;0.12;-0.01;-1.04;0.01
239;0.00;22605.00;0.73;0.16;-0.00;-1.04;0.01
240;0.00;-93.00;0.62;0.16;-0.01;-1.04;0.01
241;0.00;-7.00;0.68;0.16;-0.00;-1.04;0.01
242;0.00;22863.00;0.66;0.12;-0.01;-1.04;0.01
243;0.00;-91.00;0.47;0.12;-0.01;-1.04;0.01
244;0.00;-4.00;0.63;0.12;-0.00;-1.04;0.01
245;0.00;23122.00;0.79;0.16;-0.01;-1.04;0.01
246;0.00;-88.00;0.65;0.16;-0.01;-1.03;0.01
247;0.00;-2.00;0.70;0.16;-0.01;-1.04;0.01
248;0.00;23380.00;0.70;0.12;-0.01;-1.04;0.01
249;0.00;-85.00;0.75;0.12;-0.01;-1.04;0.01
250;0.00;23553.00;0.70;0.12;-0.01;-1.04;0.01
251;0.00;23639.00;0.63;0.12;-0.00;-1.04;0.01
252;0.00;-83.00;0.67;0.12;-0.00;-1.04;0.01
253;0.00;23812.00;0.59;0.12;-0.01;-1.04;0.01
254;0.00;23898.00;0.66;0.12;-0.01;-1.04;0.01
255;0.00;-80.00;0.67;0.12;-0.01;-1.04;0.01
256;0.00;24070.00;0.53;0.12;-0.01;-1.04;0.02
257;0.00;24156.00;0.70;0.12;-0.00;-1.04;0.01
258;0.00;-78.00;0.81;0.12;-0.01;-1.04;0.01
259;0.00;24328.00;0.76;0.12;-0.01;-1.04;0.01
260;0.00;24414.00;0.68;0.12;-0.01;-1.04;0.01
261;0.00;-76.00;0.84;0.12;-0.01;-1.04;0.02
262;0.00;24587.00;0.89;0.12;-0.01;-1.04;0.01
263;0.00;24673.00;0.68;0.12;-0.01;-1.04;0.02
264;0.00;-73.00;0.60;0.12;-0.01;-1.04;0.01
265;0.00;24845.00;0.58;0.12;-0.00;-1.04;0.01
266;0.00;24931.00;0.55;0.16;-0.01;-1.04;0.02
267;0.00;-71.00;0.59;0.16;-0.01;-1.04;0.01
268;0.00;25103.00;0.53;0.16;-0.01;-1.04;0.01
269;0.00;-69.00;0.49;0.12;-0.01;-1.04;0.01
270;0.00;25361.00;0.58;0.12;-0.01;-1.04;0.01
271;0.00;25448.00;0.46;0.12;-0.01;-1.04;0.02
272;0.00;-66.00;0.64;0.12;-0.01;-1.04;0.01
273;0.00;25620.00;0.72;0.12;-0.01;-1.04;0.01
274;0.00;25706.00;0.62;0.12;-0.01;-1.04;0.01
275;0.00;-64.00;0.62;0.12;-0.01;-1.04;0.01
276;0.00;26136.00;0.59;0.16;-0.01;-1.04;0.01
277;0.00;26223.00;0.60;0.12;-0.01;-1.04;0.02
278;0.00;-59.00;0.85;0.12;-0.01;-1.04;0.01
279;0.00;26395.00;0.83;0.12;-0.01;-1.04;0.01
280;0.00;26481.00;0.50;0.12;-0.00;-1.04;0.01
281;0.00;-57.00;0.59;0.16;-0.01;-1.04;0.01
282;0.00;26653.00;0.62;0.16;-0.01;-1.05;0.02
283;0.00;26739.00;0.51;0.16;-0.01;-1.04;0.01
284;0.00;-55.00;0.42;0.12;-0.01;-1.04;0.00
285;0.00;26911.00;0.54;0.12;-0.01;-1.04;0.01
286;0.00;26998.00;0.55;0.12;-0.01;-1.04;0.01
287;0.00;-52.00;0.47;0.12;-0.01;-1.04;0.02
288;0.00;27170.00;0.55;0.12;-0.01;-1.04;0.01
289;0.00;27256.00;0.73;0.12;-0.01;-1.04;0.01
290;0.00;-50.00;0.62;0.12;-0.01;-1.04;0.01
291;0.00;27428.00;0.57;0.12;-0.01;-1.04;0.01
292;0.00;27514.00;0.74;0.12;-0.01;-1.04;0.02
293;0.00;-48.00;0.80;0.12;-0.01;-1.05;0.01
294;0.00;27686.00;0.63;0.12;-0.01;-1.04;0.01
295;0.00;27773.00;0.60;0.12;-0.01;-1.04;0.01
296;0.00;-45.00;0.58;0.12;-0.01;-1.04;0.01
297;0.00;27945.00;0.77;0.12;-0.01;-1.04;0.01
298;0.00;-128.00;0.70;0.12;-0.01;-1.04;0.01
299;0.00;-42.00;0.69;0.12;-0.01;-1.04;0.00
300;0.00;28204.00;0.57;0.12;-0.02;-1.04;0.01
301;0.00;-126.00;0.64;0.12;-0.00;-1.04;0.01
302;0.00;-40.00;0.64;0.12;-0.00;-1.04;0.01
303;0.00;28462.00;0.73;0.12;-0.01;-1.03;0.00
304;0.00;-123.00;0.50;0.12;-0.01;-1.04;0.01
305;0.00;-37.00;0.39;0.12;-0.01;-1.05;0.02
306;0.00;28721.00;0.55;0.12;-0.01;-1.05;0.02
307;0.00;-121.00;0.90;0.12;-0.01;-1.04;0.01
308;0.00;-35.00;0.85;0.12;-0.01;-1.04;0.00
309;0.00;28979.00;0.61;0.12;-0.01;-1.03;0.00
310;0.00;-119.00;0.53;0.12;-0.00;-1.04;0.01
311;0.00;-33.00;0.64;0.12;-0.01;-1.04;0.00
312;0.00;29237.00;0.60;0.12;-0.01;-1.04;0.01
313;0.00;-117.00;0.67;0.12;-0.01;-1.04;0.02
314;0.00;-30.00;0.72;0.12;-0.01;-1.04;0.01
315;0.00;29496.00;0.88;0.12;-0.01;-1.04;0.00
316;0.00;-114.00;0.78;0.12;-0.01;-1.04;0.02
317;0.00;-28.00;0.74;0.12;-0.00;-1.04;0.01
318;0.00;29754.00;0.83;0.12;-0.01;-1.03;0.01
319;0.00;-112.00;0.85;0.12;-0.01;-1.04;0.01
320;0.00;-26.00;0.97;0.12;-0.00;-1.04;0.01
321;0.00;30012.00;0.82;0.12;-0.01;-1.03;0.00
322;0.00;-110.00;0.69;0.12;-0.01;-1.04;0.02
323;0.00;-23.00;0.84;0.12;-0.01;-1.04;0.01
324;0.00;30271.00;0.77;0.12;-0.00;-1.04;0.01
325;0.00;-107.00;0.45;0.12;-0.01;-1.04;0.01
326;0.00;-21.00;0.62;0.12;-0.01;-1.04;0.01
327;0.00;30529.00;0.74;0.12;-0.00;-1.04;0.02
328;0.00;-105.00;0.59;0.12;-0.01;-1.04;0.01
329;0.00;-19.00;0.73;0.12;-0.01;-1.04;0.01
330;0.00;30787.00;0.81;0.16;-0.01;-1.04;0.01
331;0.00;-103.00;0.94;0.16;-0.01;-1.04;0.01
332;0.00;-16.00;0.90;0.16;-0.00;-1.04;0.01
333;0.00;31046.00;0.79;0.12;-0.01;-1.03;0.01
334;0.00;-100.00;0.63;0.12;-0.01;-1.04;0.02
335;0.00;-14.00;0.55;0.12;-0.01;-1.04;0.01
336;0.00;31304.00;0.64;0.12;-0.01;-1.03;0.01
337;0.00;-98.00;0.65;0.16;-0.01;-1.04;0.02
338;0.00;-12.00;0.61;0.16;-0.01;-1.04;0.02
339;0.00;31562.00;0.79;0.16;-0.01;-1.04;0.01
340;0.00;-96.00;0.63;0.12;-0.01;-1.03;0.01
341;0.00;-9.00;0.45;0.12;-0.00;-1.04;0.01
342;0.00;31821.00;0.53;0.12;-0.01;-1.04;0.01
343;0.00;-93.00;0.66;0.12;-0.01;-1.04;0.01
344;0.00;-7.00;0.64;0.12;-0.01;-1.04;0.02
345;0.00;32079.00;0.83;0.12;-0.01;-1.04;0.01
346;0.00;-91.00;0.66;0.12;-0.00;-1.04;0.01
347;0.00;-5.00;0.41;0.12;-0.01;-1.04;0.01
348;0.00;32337.00;0.51;0.12;-0.01;-1.04;0.01
349;0.00;-89.00;0.66;0.12;-0.00;-1.04;0.01
350;0.00;-3.00;0.71;0.12;-0.00;-1.04;0.00
351;0.00;32596.00;0.72;0.12;-0.00;-1.04;0.01
352;0.00;-85.00;0.74;0.12;-0.01;-1.04;0.01
353;0.00;-32767.00;0.68;0.12;-0.01;-1.03;0.01
354;0.00;-32681.00;0.91;0.12;-0.01;-1.03;0.01
355;0.00;-83.00;0.90;0.12;-0.01;-1.04;0.02
356;0.00;-32509.00;0.58;0.12;-0.00;-1.04;0.01
357;0.00;-32423.00;0.55;0.12;-0.01;-1.04;0.00
358;0.00;-81.00;0.59;0.12;-0.00;-1.04;0.00
359;0.00;-32251.00;0.62;0.12;-0.01;-1.04;0.02
360;0.00;-32164.00;0.66;0.12;-0.01;-1.04;0.02
361;0.00;-78.00;0.70;0.12;-0.01;-1.04;0.01
362;0.00;-31992.00;0.68;0.12;-0.00;-1.04;0.00
363;0.00;-31906.00;0.71;0.12;-0.01;-1.04;0.01
364;0.00;-76.00;0.69;0.12;-0.01;-1.04;0.01
365;0.00;-31734.00;0.60;0.12;-0.01;-1.04;0.01
366;0.00;-31648.00;0.70;0.12;-0.01;-1.04;0.00
367;0.00;-74.00;0.70;0.12;-0.01;-1.04;0.00
368;0.00;-31476.00;0.60;0.12;-0.00;-1.03;0.01
369;0.00;-31389.00;0.69;0.12;-0.01;-1.04;0.01
370;0.00;-71.00;0.79;0.12;-0.01;-1.04;0.01
371;0.00;-31217.00;0.65;0.12;-0.01;-1.04;0.02
372;0.00;-69.00;0.36;0.12;-0.01;-1.04;0.02
373;0.00;-30959.00;0.41;0.12;-0.01;-1.04;0.01
374;0.00;-30873.00;0.60;0.12;-0.01;-1.04;0.01
375;0.00;-67.00;0.62;0.12;-0.01;-1.04;0.02
376;0.00;-30701.00;0.55;0.12;-0.01;-1.05;0.02
377;0.00;-30614.00;0.57;0.12;-0.01;-1.04;0.01
378;0.00;-64.00;0.52;0.12;-0.01;-1.04;0.02
379;0.00;-30442.00;0.55;0.12;-0.01;-1.04;0.01
380;0.00;-30356.00;0.63;0.12;-0.01;-1.04;0.01
381;0.00;-62.00;0.70;0.12;-0.00;-1.04;0.01
382;0.00;-30184.00;0.38;0.12;-0.01;-1.04;0.01
383;0.00;-30098.00;0.30;0.12;-0.01;-1.03;0.01
384;0.00;-60.00;0.49;0.12;-0.00;-1.04;0.01
385;0.00;-29926.00;0.58;0.12;-0.01;-1.05;0.01
386;0.00;-29839.00;0.70;0.12;-0.00;-1.04;0.01
387;0.00;-57.00;0.70;0.12;-0.01;-1.03;0.00
388;0.00;-29667.00;0.71;0.12;-0.00;-1.04;0.00
389;0.00;-29581.00;0.70;0.12;-0.01;-1.04;0.02
390;0.00;-55.00;0.66;0.12;-0.00;-1.04;0.01
391;0.00;-29409.00;0.53;0.12;-0.00;-1.04;0.01
392;0.00;-29323.00;0.59;0.12;-0.01;-1.04;0.01
393;0.00;-53.00;0.77;0.12;-0.01;-1.04;0.00
394;0.00;-29151.00;0.71;0.12;-0.01;-1.04;0.02
395;0.00;-29064.00;0.68;0.12;-0.00;-1.04;0.01
396;0.00;-50.00;0.65;0.12;-0.01;-1.04;0.01
397;0.00;-28892.00;0.72;0.12;-0.01;-1.04;0.01
398;0.00;-28806.00;0.86;0.12;-0.01;-1.04;0.02
399;0.00;-48.00;0.84;0.12;-0.00;-1.04;0.02
400;0.00;-28634.00;0.59;0.12;-0.01;-1.04;0.01
401;0.00;-28548.00;0.59;0.12;-0.00;-1.03;0.01
402;0.00;-46.00;0.75;0.12;-0.01;-1.04;0.02
403;0.00;-28376.00;0.83;0.12;-0.01;-1.04;0.02
404;0.00;-128.00;0.66;0.12;-0.01;-1.04;0.01
405;0.00;-42.00;0.52;0.12;-0.01;-1.04;0.01
406;0.00;-28116.00;0.61;0.12;-0.01;-1.04;0.01
407;0.00;-126.00;0.66;0.12;-0.01;-1.04;0.01
408;0.00;-40.00;0.78;0.12;-0.00;-1.04;0.01
409;0.00;-27858.00;0.63;0.12;-0.01;-1.04;0.02
410;0.00;-124.00;0.50;0.12;-0.01;-1.04;0.01
411;0.00;-38.00;0.54;0.12;-0.01;-1.05;0.01
412;0.00;-27600.00;0.62;0.12;-0.01;-1.04;0.01
413;0.00;-121.00;0.67;0.12;-0.01;-1.04;0.02
414;0.00;-35.00;0.45;0.12;-0.01;-1.04;0.01
415;0.00;-27341.00;0.47;0.12;-0.01;-1.04;0.01
416;0.00;-119.00;0.71;0.12;-0.01;-1.04;0.01
