Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
91;100.00;-16777216.00;394.53;9.31;-0.78;-0.33;0.12
92;105.00;-16777216.00;404.66;8.91;-0.17;-0.53;0.14
93;110.00;0.00;406.06;8.82;0.91;-0.61;0.08
94;115.00;-16777216.00;406.07;8.54;1.61;-0.64;0.17
95;120.00;-16777216.00;405.98;8.74;1.33;-1.19;0.11
96;125.00;0.00;405.46;8.50;0.54;-1.30;0.01
97;130.00;-16777216.00;404.47;8.74;-0.34;-1.34;0.02
98;135.00;-16777216.00;404.30;8.87;-1.01;-1.24;0.09
99;140.00;0.00;403.86;9.11;-1.48;-1.25;0.08
100;140.00;-16777216.00;401.92;9.44;-1.23;-1.03;0.00
101;135.00;-16777216.00;401.15;9.64;-0.91;-0.62;0.06
102;130.00;0.00;400.80;9.72;-0.05;-0.62;0.00
103;125.00;-16777216.00;400.32;9.60;0.94;-0.56;0.04
104;120.00;-16777216.00;400.49;9.15;1.52;-0.83;0.02
105;115.00;0.00;400.40;8.70;1.36;-1.10;0.06
106;110.00;-16777216.00;399.11;8.74;0.98;-1.40;0.16
107;105.00;-16777216.00;400.62;8.82;0.27;-1.57;0.11
108;100.00;0.00;401.52;8.78;-0.40;-1.36;0.07
109;95.00;-16777216.00;401.16;8.62;-0.99;-1.06;0.04
110;90.00;-16777216.00;400.83;8.66;-1.20;-1.07;0.01
111;85.00;0.00;402.25;8.78;-0.10;-0.39;0.00
112;80.00;-16777216.00;397.87;8.05;-0.50;-0.92;0.03
113;75.00;-16777216.00;372.40;7.12;-1.37;-1.20;0.04
114;70.00;0.00;337.10;6.02;0.94;-0.88;0.03
115;65.00;-16777216.00;304.66;5.28;0.85;-1.18;0.07
116;60.00;-16777216.00;273.14;4.15;-0.46;-0.51;0.13
117;55.00;0.00;241.20;3.29;0.01;-0.43;0.18
118;50.00;-16777216.00;213.33;2.44;-0.39;-1.68;0.10
119;45.00;-16777216.00;188.52;2.11;-0.13;-1.25;0.00
120;40.00;0.00;163.72;1.66;-0.17;-1.03;0.23
121;0.00;-16777216.00;142.79;1.05;0.00;-1.00;0.03
122;0.00;-16777216.00;115.03;0.52;-0.20;-1.09;0.06
123;0.00;0.00;73.97;0.12;0.05;-1.02;0.02
124;0.00;-16777216.00;43.50;0.12;-0.04;-1.08;0.02
125;0.00;-16777216.00;27.47;0.12;0.05;-1.04;0.06
126;0.00;0.00;18.37;0.12;0.03;-1.04;0.01
127;0.00;-16777216.00;12.89;0.12;0.09;-1.02;0.00
128;0.00;-16777216.00;9.31;0.12;-0.05;-1.04;0.00
129;0.00;0.00;6.98;0.12;-0.02;-1.03;0.02
130;0.00;-16777216.00;5.55;0.12;0.02;-1.03;0.00
131;0.00;-16777216.00;4.30;0.12;0.00;-1.04;0.05
132;0.00;0.00;3.36;0.12;-0.03;-1.04;0.02
133;0.00;-16777216.00;2.59;0.12;-0.02;-1.06;0.02
134;0.00;-16777216.00;2.01;0.16;0.00;-1.03;0.05
135;0.00;0.00;1.82;0.16;0.00;-1.04;0.02
136;0.00;-16777216.00;1.41;0.16;-0.01;-1.04;0.02
137;0.00;-16777216.00;1.21;0.12;-0.01;-1.04;0.03
138;0.00;0.00;1.19;0.12;-0.01;-1.04;0.03
139;0.00;-16777216.00;1.05;0.12;-0.01;-1.04;0.00
140;0.00;-16777216.00;0.94;0.12;-0.01;-1.04;0.00
141;0.00;0.00;0.82;0.12;-0.01;-1.04;0.01
142;0.00;-16777216.00;0.80;0.12;-0.00;-1.03;0.00
143;0.00;0.00;0.86;0.12;-0.01;-1.04;0.01
144;0.00;0.00;0.83;0.12;-0.01;-1.04;0.02
145;0.00;-16777216.00;0.71;0.12;-0.01;-1.04;0.01
146;0.00;0.00;0.76;0.12;-0.01;-1.04;0.01
147;0.00;0.00;0.75;0.12;-0.01;-1.04;0.01
148;0.00;-16777216.00;0.81;0.12;-0.01;-1.04;0.01
149;0.00;0.00;0.98;0.12;-0.01;-1.04;0.01
150;0.00;0.00;0.98;0.12;-0.01;-1.04;0.02
151;0.00;-16777216.00;0.87;0.12;-0.01;-1.04;0.01
152;0.00;0.00;0.85;0.12;-0.00;-1.04;0.01
153;0.00;0.00;0.96;0.12;-0.01;-1.04;0.01
