Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
33;0.00;4652.00;0.43;0.12;-0.01;-1.04;0.01
34;0.00;4738.00;0.51;0.12;-0.01;-1.04;0.01
35;0.00;4825.00;0.53;0.12;-0.02;-1.04;0.01
36;0.00;4911.00;0.49;0.12;-0.01;-1.03;0.01
37;0.00;4997.00;0.63;0.12;-0.01;-1.06;0.01
38;0.00;5083.00;0.56;0.12;-0.01;-1.04;0.01
39;0.00;5169.00;0.42;0.12;-0.01;-1.04;0.01
40;0.00;5255.00;0.32;0.12;-0.01;-1.04;0.01
41;0.00;5341.00;0.22;0.12;-0.01;-1.04;0.01
42;0.00;5427.00;0.48;0.12;-0.01;-1.04;0.01
43;0.00;5513.00;0.64;0.12;-0.01;-1.04;0.01
44;0.00;5600.00;0.46;0.12;-0.01;-1.03;0.01
45;0.00;5686.00;0.48;0.12;-0.02;-1.04;0.01
46;0.00;5772.00;0.51;0.12;-0.01;-1.04;0.01
47;0.00;5858.00;0.47;0.12;-0.01;-1.04;0.01
48;0.00;5944.00;0.46;0.12;-0.01;-1.05;0.01
49;0.00;6030.00;0.44;0.12;-0.01;-1.04;0.01
50;0.00;6116.00;0.43;0.12;-0.01;-1.04;0.01
51;0.00;6202.00;0.51;0.12;-0.01;-1.04;0.01
52;0.00;6288.00;0.39;0.12;-0.01;-1.04;0.01
53;0.00;6374.00;0.43;0.12;-0.01;-1.04;0.01
54;0.00;6460.00;0.28;0.12;-0.01;-1.04;0.01
55;0.00;6547.00;0.28;0.12;-0.01;-1.03;0.01
56;0.00;6633.00;0.43;0.12;-0.01;-1.04;0.01
57;0.00;6719.00;0.54;0.12;-0.01;-1.04;0.01
58;0.00;6805.00;0.49;0.12;-0.01;-1.04;0.01
59;0.00;6891.00;0.38;0.12;-0.01;-1.04;0.01
60;0.00;6977.00;0.41;0.12;-0.02;-1.04;0.00
61;0.00;7063.00;0.43;0.12;-0.01;-1.04;0.01
62;0.00;7149.00;0.59;0.12;-0.01;-1.04;0.01
63;0.00;7235.00;0.42;0.12;-0.01;-1.04;0.01
64;0.00;7321.00;0.49;0.12;-0.02;-1.04;0.01
65;0.00;7407.00;0.59;0.12;-0.01;-1.04;0.00
66;0.00;7494.00;0.54;0.12;-0.01;-1.05;0.01
67;0.00;7580.00;0.46;0.12;-0.01;-1.04;0.01
68;0.00;7666.00;0.49;0.12;-0.01;-1.04;0.01
69;0.00;7752.00;0.63;0.12;-0.01;-1.04;0.01
70;0.00;7838.00;0.70;0.12;-0.01;-1.04;0.01
71;0.00;7924.00;0.57;0.12;-0.01;-1.04;0.01
72;0.00;8010.00;0.24;0.12;-0.01;-1.04;0.01
73;0.00;8096.00;0.27;0.12;-0.01;-1.04;0.01
74;0.00;8182.00;0.33;0.12;-0.01;-1.04;0.01
75;0.00;8268.00;0.34;0.12;-0.01;-1.04;0.01
76;0.00;8355.00;0.43;0.12;-0.02;-1.04;0.02
77;0.00;8441.00;0.32;0.12;-0.01;-1.04;0.01
78;0.00;8527.00;0.35;0.12;-0.01;-1.04;0.01
79;40.00;8613.00;0.36;0.32;-0.00;-1.08;0.16
80;45.00;8699.00;2.09;1.66;-0.16;-1.20;0.00
81;50.00;8785.00;18.40;2.60;0.14;-0.99;0.38
82;55.00;8871.00;76.82;3.45;-0.17;-1.03;0.02
83;60.00;8957.00;148.66;3.33;0.42;-0.52;0.14
84;65.00;9043.00;188.88;3.86;-0.64;-0.93;0.12
85;70.00;9129.00;218.08;4.35;-0.01;-0.67;0.02
86;75.00;9217.00;246.17;5.37;-1.16;-1.32;0.00
87;80.00;9303.00;275.28;6.14;-1.34;-0.91;0.01
88;85.00;9389.00;304.61;7.16;0.79;-1.31;0.07
89;90.00;9475.00;335.42;8.05;-0.23;-0.98;0.12
90;95.00;9561.00;371.38;8.42;0.53;-0.64;0.01
91;100.00;9647.00;400.83;8.87;1.58;-0.88;0.16
92;105.00;9733.00;409.62;8.74;1.24;-1.11;0.11
93;110.00;9819.00;411.54;9.31;0.21;-1.36;0.11
94;115.00;9905.00;410.94;9.35;-0.52;-1.45;0.05
95;120.00;9992.00;410.43;9.56;-1.34;-1.15;0.04
96;125.00;10078.00;409.54;9.44;-1.47;-0.88;0.04
97;130.00;10164.00;409.16;9.60;-0.46;-0.72;0.00
98;135.00;10250.00;409.17;9.11;0.26;-0.42;0.01
99;140.00;10336.00;408.88;9.11;1.29;-0.78;0.05
100;140.00;10422.00;408.09;8.87;1.67;-0.86;0.02
101;135.00;10508.00;407.01;8.87;0.98;-1.40;0.14
102;130.00;10594.00;406.55;8.70;0.57;-1.31;0.07
103;125.00;10680.00;406.64;8.70;-0.23;-1.06;0.02
104;120.00;10767.00;405.65;8.99;-1.12;-1.28;0.17
105;110.00;10939.00;405.06;9.19;-1.53;-0.96;0.13
106;105.00;11025.00;404.05;8.99;-0.84;-0.67;0.19
107;100.00;11111.00;403.55;8.99;0.17;-0.36;0.01
108;95.00;11197.00;402.79;8.82;0.67;-0.40;0.07
109;90.00;11283.00;402.38;8.99;1.37;-0.67;0.03
110;85.00;11369.00;401.67;8.13;0.33;-1.47;0.02
111;80.00;11455.00;394.39;7.28;0.27;-0.46;0.20
112;75.00;11542.00;368.88;6.10;0.97;-1.11;0.01
113;70.00;11628.00;335.14;5.49;-1.24;-1.15;0.00
114;65.00;11714.00;303.09;4.76;-0.84;-0.74;0.03
115;60.00;11800.00;272.20;4.19;0.30;-1.50;0.10
116;55.00;11886.00;241.22;3.54;-0.18;-1.67;0.14
117;50.00;11972.00;214.28;3.09;0.08;-0.54;0.14
118;45.00;12058.00;189.11;2.48;0.16;-0.74;0.01
119;40.00;12144.00;164.22;1.99;0.09;-1.29;0.46
120;0.00;12230.00;141.98;1.18;-0.11;-0.89;0.16
121;0.00;12316.00;113.78;0.56;0.16;-0.99;0.08
122;0.00;12403.00;72.83;0.12;-0.07;-1.03;0.01
123;0.00;12489.00;43.03;0.12;0.11;-0.97;0.06
124;0.00;12575.00;26.97;0.12;-0.05;-1.05;0.00
125;0.00;12661.00;18.02;0.12;-0.09;-1.02;0.01
126;0.00;12747.00;12.45;0.12;-0.11;-1.04;0.00
127;0.00;12833.00;8.74;0.12;0.03;-1.03;0.03
128;0.00;12919.00;6.51;0.12;0.00;-1.03;0.05
129;0.00;13005.00;4.84;0.12;-0.05;-1.05;0.01
130;0.00;13091.00;3.46;0.12;-0.02;-1.04;0.01
131;0.00;13178.00;2.66;0.12;0.01;-1.03;0.02
132;0.00;13264.00;1.89;0.12;-0.00;-1.04;0.05
133;0.00;13350.00;1.30;0.12;-0.02;-1.04;0.02
134;0.00;13436.00;0.91;0.12;-0.02;-1.05;0.03
135;0.00;13522.00;0.55;0.12;-0.01;-1.05;0.04
136;0.00;13608.00;0.12;0.12;-0.01;-1.04;0.05
137;0.00;13694.00;-0.02;0.12;-0.01;-1.05;0.00
138;0.00;13780.00;0.02;0.12;-0.00;-1.04;0.01
139;0.00;13867.00;-0.11;0.12;-0.01;-1.04;0.00
140;0.00;13953.00;-0.03;0.12;-0.01;-1.04;0.01
141;0.00;14040.00;0.25;0.12;-0.01;-1.04;0.02
142;0.00;14126.00;0.30;0.12;-0.00;-1.04;0.02
143;0.00;14212.00;0.10;0.12;-0.01;-1.04;0.01
144;0.00;14298.00;-0.03;0.12;-0.01;-1.04;0.01
145;0.00;14384.00;-0.03;0.12;-0.01;-1.05;0.02
146;0.00;14470.00;0.09;0.12;-0.01;-1.04;0.02
147;0.00;14556.00;0.14;0.12;-0.01;-1.04;0.01
148;0.00;14642.00;0.06;0.12;-0.01;-1.04;0.00
149;0.00;14728.00;0.08;0.12;-0.01;-1.04;0.01
150;0.00;14814.00;0.02;0.12;-0.01;-1.04;0.01
151;0.00;14901.00;0.09;0.16;-0.01;-1.04;0.02
152;0.00;14987.00;0.16;0.16;-0.01;-1.04;0.01
153;0.00;15073.00;0.12;0.16;-0.01;-1.04;0.00
154;0.00;15159.00;0.18;0.16;-0.01;-1.04;0.01
155;0.00;15245.00;0.15;0.16;-0.01;-1.04;0.02
156;0.00;15331.00;0.15;0.16;-0.00;-1.04;0.01
157;0.00;15417.00;0.19;0.12;-0.01;-1.03;0.01
158;0.00;15503.00;0.19;0.12;-0.01;-1.04;0.01
159;0.00;15589.00;0.19;0.16;-0.01;-1.04;0.01
160;0.00;15675.00;0.16;0.16;-0.01;-1.04;0.01
