Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
88;85.00;0.00;306.15;7.08;0.25;-1.09;0.02
89;90.00;-16777216.00;337.33;8.34;-1.17;-0.79;0.04
90;95.00;0.00;370.00;8.82;-0.02;-0.83;0.16
91;100.00;0.00;399.73;8.74;1.21;-0.69;0.10
92;105.00;-16777216.00;408.73;8.21;1.65;-0.85;0.15
93;110.00;0.00;409.72;8.34;1.34;-1.26;0.06
94;120.00;-16777216.00;408.40;8.70;-0.61;-1.21;0.02
95;125.00;0.00;408.45;8.99;-1.54;-1.39;0.04
96;130.00;0.00;407.79;8.87;-1.64;-0.95;0.08
97;135.00;-16777216.00;407.16;8.58;-1.22;-0.89;0.00
98;140.00;0.00;406.65;8.58;-0.03;-0.88;0.02
99;140.00;0.00;406.05;8.74;1.03;-0.52;0.07
100;135.00;-16777216.00;405.29;8.66;1.66;-0.80;0.03
101;130.00;0.00;405.98;8.34;1.62;-1.31;0.15
102;125.00;0.00;406.39;8.26;0.99;-1.38;0.08
103;120.00;-16777216.00;407.11;8.30;0.11;-1.28;0.00
104;115.00;0.00;405.97;8.54;-0.66;-0.93;0.08
105;110.00;0.00;404.87;8.62;-1.39;-0.97;0.06
106;105.00;-16777216.00;403.05;8.58;-1.53;-1.09;0.00
107;100.00;0.00;403.02;8.54;-1.27;-1.00;0.11
108;95.00;0.00;403.56;8.78;-0.46;-0.71;0.05
109;90.00;-16777216.00;402.93;8.74;0.46;-0.85;0.01
110;85.00;0.00;403.70;8.13;-1.12;-1.60;0.02
111;80.00;0.00;396.16;7.08;0.93;-1.43;0.14
112;75.00;-16777216.00;370.17;6.30;1.03;-1.21;0.09
113;70.00;0.00;335.66;5.65;-1.25;-1.00;0.04
114;65.00;0.00;304.61;4.84;-0.92;-0.66;0.04
115;60.00;-16777216.00;273.48;4.15;0.47;-1.37;0.08
116;55.00;0.00;240.40;3.33;0.12;-1.33;0.19
117;50.00;0.00;212.12;2.76;0.37;-0.29;0.08
118;45.00;-16777216.00;188.27;2.11;0.13;-0.66;0.03
119;40.00;0.00;165.22;1.70;-0.03;-1.04;0.26
120;0.00;0.00;142.40;1.13;-0.06;-0.95;0.30
121;0.00;-16777216.00;114.02;0.56;0.10;-1.02;0.08
122;0.00;0.00;74.59;0.12;-0.06;-1.05;0.00
123;0.00;0.00;44.23;0.12;0.01;-1.13;0.00
124;0.00;-16777216.00;27.73;0.12;-0.06;-1.04;0.03
125;0.00;0.00;18.25;0.12;-0.08;-1.04;0.03
126;0.00;0.00;12.36;0.12;-0.10;-1.05;0.03
127;0.00;-16777216.00;8.68;0.12;0.05;-1.03;0.03
128;0.00;0.00;6.61;0.12;0.00;-1.04;0.04
129;0.00;-16777216.00;5.22;0.12;-0.04;-1.05;0.02
130;0.00;-16777216.00;3.95;0.12;-0.01;-1.04;0.00
131;0.00;0.00;2.99;0.12;0.00;-1.05;0.01
132;0.00;-16777216.00;2.07;0.12;-0.00;-1.04;0.04
133;0.00;-16777216.00;1.63;0.12;-0.02;-1.06;0.01
134;0.00;0.00;1.49;0.12;-0.00;-1.05;0.04
135;0.00;-16777216.00;1.11;0.12;-0.00;-1.04;0.01
136;0.00;-16777216.00;0.80;0.12;-0.01;-1.04;0.03
137;0.00;0.00;0.66;0.12;-0.01;-1.04;0.05
138;0.00;-16777216.00;0.67;0.12;-0.02;-1.04;0.05
139;0.00;-16777216.00;0.47;0.12;-0.01;-1.04;0.00
140;0.00;0.00;0.66;0.12;-0.01;-1.03;0.00
141;0.00;-16777216.00;0.86;0.12;-0.01;-1.04;0.01
142;0.00;-16777216.00;0.95;0.12;-0.01;-1.04;0.00
143;0.00;0.00;0.88;0.12;-0.01;-1.04;0.00
144;0.00;-16777216.00;0.65;0.12;-0.01;-1.04;0.01
145;0.00;-16777216.00;0.61;0.12;-0.01;-1.04;0.02
146;0.00;0.00;0.66;0.12;-0.01;-1.04;0.01
147;0.00;-16777216.00;0.76;0.12;-0.01;-1.04;0.01
148;0.00;-16777216.00;0.79;0.16;-0.01;-1.04;0.01
149;0.00;0.00;0.92;0.16;-0.01;-1.04;0.01
150;0.00;-16777216.00;0.85;0.16;-0.01;-1.04;0.01
151;0.00;-16777216.00;0.56;0.12;-0.01;-1.04;0.01
152;0.00;0.00;0.69;0.12;-0.01;-1.04;0.01
153;0.00;-16777216.00;0.64;0.12;-0.01;-1.04;0.01
154;0.00;-16777216.00;0.62;0.12;-0.01;-1.04;0.01
155;0.00;0.00;0.69;0.12;-0.01;-1.05;0.02
156;0.00;-16777216.00;0.72;0.12;-0.01;-1.04;0.01
157;0.00;-16777216.00;0.75;0.12;-0.01;-1.04;0.01
158;0.00;0.00;0.77;0.12;-0.01;-1.04;0.01
159;0.00;-16777216.00;0.70;0.12;-0.01;-1.04;0.01
160;0.00;-16777216.00;0.65;0.12;-0.00;-1.04;0.01
161;0.00;0.00;0.62;0.12;-0.01;-1.04;0.01
