Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
30;0.00;-26.00;0.35;0.12;-0.01;-1.04;0.00
31;0.00;4413.00;0.39;0.12;-0.01;-1.04;0.02
32;0.00;-109.00;0.36;0.12;-0.01;-1.04;0.01
33;0.00;-23.00;0.53;0.12;-0.01;-1.04;0.02
34;0.00;4671.00;0.53;0.12;-0.00;-1.04;0.02
35;0.00;-107.00;0.28;0.12;-0.01;-1.04;0.01
36;0.00;-21.00;0.49;0.12;-0.01;-1.04;0.01
37;0.00;4929.00;0.61;0.12;-0.01;-1.04;0.01
38;0.00;-105.00;0.37;0.12;-0.01;-1.04;0.01
39;0.00;-18.00;0.35;0.12;-0.00;-1.04;0.01
40;0.00;5188.00;0.35;0.12;-0.01;-1.04;0.01
41;0.00;-102.00;0.39;0.12;-0.01;-1.04;0.01
42;0.00;-16.00;0.55;0.12;-0.01;-1.04;0.01
43;0.00;5446.00;0.57;0.12;-0.01;-1.05;0.01
44;0.00;-100.00;0.53;0.12;-0.01;-1.04;0.01
45;0.00;-14.00;0.49;0.12;-0.01;-1.04;0.01
46;0.00;5704.00;0.45;0.12;-0.01;-1.04;0.01
47;0.00;-98.00;0.47;0.12;-0.01;-1.04;0.00
48;0.00;-11.00;0.45;0.12;-0.01;-1.04;0.02
49;0.00;5963.00;0.46;0.12;-0.01;-1.04;0.01
50;0.00;-95.00;0.55;0.12;-0.01;-1.04;0.01
51;0.00;-9.00;0.57;0.12;-0.01;-1.04;0.02
52;0.00;6221.00;0.44;0.12;-0.01;-1.04;0.01
53;0.00;-93.00;0.32;0.12;-0.01;-1.04;0.01
54;0.00;-7.00;0.43;0.12;-0.01;-1.04;0.02
55;0.00;6479.00;0.45;0.12;-0.01;-1.04;0.02
56;0.00;-90.00;0.50;0.12;-0.01;-1.04;0.01
57;0.00;-4.00;0.49;0.12;-0.01;-1.04;0.01
58;0.00;6738.00;0.43;0.12;-0.01;-1.04;0.02
59;0.00;-88.00;0.45;0.12;-0.01;-1.04;0.02
60;0.00;-2.00;0.50;0.12;-0.01;-1.04;0.01
61;0.00;6996.00;0.55;0.12;-0.01;-1.04;0.02
62;0.00;-85.00;0.56;0.12;-0.01;-1.04;0.02
63;0.00;7170.00;0.40;0.12;-0.01;-1.04;0.02
64;0.00;7256.00;0.42;0.12;-0.01;-1.04;0.01
65;0.00;-82.00;0.34;0.12;-0.01;-1.04;0.01
66;0.00;7428.00;0.44;0.12;-0.00;-1.04;0.01
67;0.00;7514.00;0.53;0.12;-0.01;-1.04;0.02
68;0.00;-80.00;0.47;0.12;-0.01;-1.04;0.01
69;0.00;7686.00;0.41;0.12;-0.01;-1.04;0.01
70;0.00;7772.00;0.51;0.12;-0.00;-1.04;0.00
71;0.00;-78.00;0.72;0.12;-0.01;-1.05;0.02
72;0.00;7945.00;0.60;0.12;-0.01;-1.05;0.01
73;0.00;8031.00;0.40;0.12;-0.01;-1.04;0.01
74;0.00;-75.00;0.43;0.12;-0.01;-1.04;0.02
75;0.00;8203.00;0.20;0.12;-0.01;-1.06;0.01
76;0.00;8289.00;0.37;0.12;-0.01;-1.04;0.01
77;0.00;-73.00;0.36;0.12;-0.01;-1.04;0.01
78;0.00;8461.00;0.35;0.12;-0.01;-1.04;0.02
79;40.00;8547.00;0.57;0.61;-0.05;-1.11;0.08
80;45.00;-70.00;2.47;1.83;0.08;-0.77;0.01
81;50.00;8720.00;19.32;2.76;0.12;-1.06;0.40
82;55.00;8806.00;78.21;3.37;-0.11;-0.99;0.02
83;60.00;-68.00;148.09;3.37;0.46;-0.51;0.03
84;65.00;8978.00;187.21;3.86;-0.74;-0.69;0.08
85;70.00;9064.00;215.45;4.39;0.13;-0.55;0.01
86;75.00;-66.00;244.03;4.96;-0.75;-1.24;0.02
87;80.00;9236.00;275.13;5.69;-1.41;-1.02;0.06
88;85.00;9323.00;305.02;6.38;0.59;-1.23;0.09
89;90.00;-63.00;336.10;7.73;-0.47;-0.58;0.10
90;95.00;9495.00;370.03;8.30;0.70;-0.41;0.04
91;100.00;9581.00;398.09;8.74;1.51;-0.65;0.10
92;105.00;-61.00;407.13;8.30;1.32;-1.19;0.13
93;110.00;9753.00;408.23;8.30;0.25;-1.18;0.04
94;115.00;9839.00;408.33;8.17;-0.52;-1.48;0.00
95;120.00;-59.00;407.56;8.50;-1.12;-1.58;0.02
96;125.00;10012.00;407.62;8.82;-1.50;-1.05;0.06
97;130.00;10098.00;406.92;8.74;-1.10;-1.02;0.05
98;135.00;-56.00;405.39;8.70;0.10;-0.39;0.04
99;140.00;10270.00;404.76;8.38;1.13;-0.64;0.00
100;140.00;10356.00;403.12;8.95;1.59;-0.83;0.06
101;135.00;-54.00;401.90;8.66;1.43;-0.96;0.08
102;130.00;10528.00;402.27;8.54;0.58;-1.43;0.21
103;125.00;10614.00;402.84;8.01;-0.17;-1.57;0.01
104;120.00;-52.00;404.43;7.97;-0.94;-1.34;0.15
105;115.00;10787.00;404.66;8.50;-1.49;-1.24;0.10
106;110.00;10873.00;404.73;8.99;-1.62;-0.96;0.00
107;105.00;-49.00;404.49;9.31;-1.27;-0.76;0.06
108;100.00;11045.00;403.39;8.91;-0.46;-0.73;0.01
109;95.00;11131.00;403.31;8.50;0.49;-0.50;0.07
110;90.00;-47.00;402.55;8.54;1.40;-0.66;0.04
111;85.00;11303.00;402.00;8.42;0.30;-0.99;0.03
112;80.00;11389.00;394.72;7.97;0.28;-1.38;0.12
113;75.00;-44.00;368.08;6.71;0.72;-0.47;0.12
114;70.00;11563.00;336.51;5.85;-1.16;-1.14;0.10
115;65.00;-127.00;305.28;5.00;-0.91;-0.86;0.07
116;60.00;-41.00;271.48;4.43;0.74;-1.38;0.16
117;55.00;11821.00;240.33;3.49;0.39;-1.59;0.12
118;50.00;-125.00;214.55;2.72;0.21;-0.28;0.10
119;45.00;-39.00;188.76;2.07;0.18;-0.70;0.06
120;40.00;12079.00;164.08;1.66;0.04;-0.97;0.20
121;0.00;-123.00;141.22;1.05;-0.06;-0.96;0.10
122;0.00;-36.00;112.60;0.52;0.07;-1.01;0.04
123;0.00;12338.00;74.06;0.16;-0.01;-1.05;0.00
124;0.00;-120.00;45.68;0.16;0.10;-0.95;0.01
125;0.00;-34.00;30.17;0.16;-0.08;-1.05;0.01
126;0.00;12596.00;21.05;0.12;-0.07;-1.04;0.00
127;0.00;-118.00;15.41;0.12;-0.05;-1.05;0.01
128;0.00;-32.00;11.57;0.12;0.07;-1.02;0.05
129;0.00;12854.00;9.12;0.12;-0.04;-1.04;0.04
130;0.00;-115.00;7.90;0.12;-0.03;-1.04;0.00
131;0.00;-29.00;6.49;0.12;-0.00;-1.04;0.00
132;0.00;13113.00;5.46;0.12;-0.00;-1.04;0.02
133;0.00;-113.00;4.81;0.12;-0.02;-1.03;0.01
134;0.00;-27.00;4.21;0.12;-0.00;-1.03;0.03
135;0.00;13371.00;3.63;0.12;-0.01;-1.03;0.02
136;0.00;-111.00;3.07;0.12;-0.00;-1.03;0.00
137;0.00;-25.00;2.58;0.12;-0.01;-1.04;0.02
138;0.00;13630.00;2.48;0.12;-0.02;-1.05;0.03
139;0.00;-108.00;2.44;0.16;-0.02;-1.04;0.04
140;0.00;-22.00;2.44;0.16;-0.01;-1.04;0.02
141;0.00;13888.00;2.49;0.16;-0.01;-1.04;0.01
142;0.00;-106.00;2.44;0.12;-0.01;-1.04;0.01
