Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
28;0.00;6002.00;0.45;0.16;-0.01;-1.04;0.02
29;0.00;6088.00;0.49;0.16;-0.01;-1.05;0.01
30;0.00;6175.00;0.41;0.16;-0.01;-1.05;0.01
31;0.00;6261.00;0.38;0.12;-0.01;-1.05;0.02
32;0.00;6347.00;0.19;0.12;-0.01;-1.04;0.01
33;0.00;6433.00;0.09;0.12;-0.01;-1.04;0.01
34;0.00;6519.00;0.53;0.12;-0.01;-1.04;0.01
35;0.00;6605.00;0.52;0.12;-0.02;-1.04;0.01
36;0.00;6691.00;0.28;0.12;-0.01;-1.04;0.01
37;0.00;6777.00;0.27;0.12;-0.01;-1.04;0.02
38;0.00;6863.00;0.18;0.12;-0.01;-1.04;0.02
39;0.00;6949.00;0.50;0.12;-0.01;-1.04;0.02
40;0.00;7035.00;0.38;0.12;-0.01;-1.04;0.02
41;0.00;7121.00;0.31;0.12;-0.01;-1.04;0.01
42;0.00;7208.00;0.35;0.12;-0.01;-1.04;0.01
43;0.00;7294.00;0.38;0.12;-0.01;-1.04;0.01
44;0.00;7380.00;0.24;0.12;-0.01;-1.04;0.01
45;0.00;7467.00;0.27;0.12;-0.00;-1.04;0.01
46;0.00;7553.00;0.22;0.12;-0.01;-1.03;0.01
47;0.00;7639.00;0.31;0.12;-0.01;-1.04;0.02
48;0.00;7725.00;0.34;0.12;-0.01;-1.04;0.01
49;0.00;7811.00;0.13;0.12;-0.01;-1.06;0.01
50;0.00;7897.00;0.17;0.12;-0.01;-1.04;0.01
51;0.00;7983.00;0.01;0.12;-0.01;-1.04;0.02
52;0.00;8070.00;0.03;0.12;-0.02;-1.04;0.01
53;0.00;8156.00;0.37;0.12;-0.01;-1.03;0.01
54;0.00;8242.00;0.39;0.12;-0.01;-1.04;0.01
55;0.00;8328.00;0.47;0.12;-0.01;-1.04;0.02
56;0.00;8414.00;0.23;0.12;-0.01;-1.04;0.01
57;0.00;8500.00;0.19;0.12;-0.01;-1.04;0.02
58;0.00;8586.00;0.23;0.12;-0.01;-1.04;0.02
59;0.00;8672.00;0.24;0.12;-0.01;-1.04;0.02
60;0.00;8758.00;0.40;0.12;-0.01;-1.04;0.02
61;0.00;8844.00;0.42;0.12;-0.01;-1.04;0.01
62;0.00;8930.00;0.41;0.12;-0.01;-1.04;0.01
63;0.00;9016.00;0.38;0.12;-0.01;-1.04;0.01
64;0.00;9103.00;0.34;0.12;-0.01;-1.04;0.02
65;0.00;9189.00;0.12;0.12;-0.01;-1.04;0.02
66;0.00;9275.00;0.15;0.12;-0.01;-1.04;0.01
67;0.00;9361.00;0.30;0.12;-0.01;-1.04;0.00
68;0.00;9447.00;0.30;0.12;-0.00;-1.04;0.01
69;0.00;9533.00;0.32;0.12;-0.01;-1.04;0.01
70;0.00;9619.00;0.34;0.12;-0.01;-1.04;0.01
71;0.00;9705.00;0.14;0.12;-0.02;-1.04;0.01
72;0.00;9791.00;0.07;0.12;-0.01;-1.04;0.02
73;0.00;9877.00;0.17;0.12;-0.01;-1.04;0.01
74;0.00;9963.00;0.36;0.12;-0.01;-1.04;0.01
75;0.00;10050.00;0.44;0.12;-0.01;-1.04;0.01
76;0.00;10136.00;0.42;0.12;-0.01;-1.05;0.02
77;0.00;10222.00;0.56;0.12;-0.00;-1.04;0.01
78;0.00;10308.00;0.47;0.12;-0.01;-1.04;0.01
79;40.00;10394.00;0.30;0.44;-0.04;-1.04;0.13
80;45.00;10480.00;2.49;1.74;0.06;-0.83;0.03
81;50.00;10566.00;20.90;2.64;-0.44;-1.38;0.08
82;55.00;10652.00;82.70;3.21;-0.04;-1.39;0.05
83;60.00;10738.00;152.34;3.09;-0.67;-1.08;0.05
84;65.00;10824.00;189.07;3.70;0.06;-1.62;0.05
85;70.00;10910.00;218.39;4.51;-0.91;-1.09;0.04
86;75.00;10997.00;249.98;5.33;1.09;-1.20;0.02
87;80.00;11083.00;277.05;5.85;0.42;-1.21;0.02
88;85.00;11169.00;305.22;6.87;0.77;-0.84;0.06
89;90.00;11255.00;338.90;7.93;1.53;-1.12;0.03
90;95.00;11341.00;375.11;8.91;1.05;-1.21;0.06
91;100.00;11427.00;402.70;8.91;0.17;-1.35;0.00
92;105.00;11513.00;410.05;9.07;-0.71;-1.20;0.02
93;110.00;11599.00;409.78;8.70;-1.50;-1.35;0.00
94;115.00;11685.00;409.63;8.82;-1.56;-1.10;0.08
95;120.00;11771.00;409.40;8.66;-0.77;-0.55;0.10
96;125.00;11857.00;408.75;9.03;0.33;-0.36;0.04
97;130.00;11943.00;408.36;9.15;0.75;-0.50;0.03
98;135.00;12030.00;407.75;9.07;1.46;-0.82;0.00
99;140.00;12116.00;406.88;8.95;1.57;-1.01;0.08
100;140.00;12203.00;405.95;8.54;1.11;-1.25;0.12
101;135.00;12289.00;405.89;8.66;0.36;-1.15;0.07
102;130.00;12375.00;405.86;8.62;-0.40;-1.12;0.02
103;125.00;12461.00;406.24;8.70;-0.96;-1.18;0.17
104;120.00;12547.00;405.67;8.50;-1.50;-1.31;0.01
105;115.00;12633.00;404.70;8.54;-1.53;-1.04;0.07
106;110.00;12719.00;403.76;8.91;-1.45;-0.95;0.08
107;105.00;12805.00;404.01;8.95;-1.16;-0.83;0.09
108;100.00;12891.00;403.76;9.03;-0.48;-0.57;0.05
109;95.00;12977.00;403.59;8.62;0.32;-0.38;0.15
110;90.00;13063.00;403.75;8.78;0.96;-0.77;0.02
111;85.00;13150.00;403.91;8.46;-1.00;-1.14;0.00
112;80.00;13236.00;395.89;7.93;1.40;-0.78;0.04
113;75.00;13322.00;367.41;6.59;0.88;-1.33;0.09
114;70.00;13408.00;336.53;5.41;-0.84;-0.62;0.02
115;65.00;13494.00;304.06;4.63;-0.02;-0.36;0.04
116;60.00;13580.00;269.63;3.90;-0.20;-1.51;0.02
117;55.00;13666.00;239.24;3.33;-0.95;-1.44;0.05
118;50.00;13752.00;211.24;2.76;0.11;-0.98;0.02
119;45.00;13838.00;183.20;2.27;-0.02;-1.28;0.01
120;40.00;13924.00;158.89;1.83;0.30;-0.76;0.01
121;0.00;14010.00;137.22;1.09;-0.20;-1.18;0.22
122;0.00;14097.00;108.59;0.56;-0.09;-1.06;0.01
123;0.00;14183.00;68.83;0.12;0.05;-1.00;0.03
124;0.00;14269.00;40.42;0.12;-0.01;-1.10;0.01
125;0.00;14355.00;25.07;0.12;0.06;-1.03;0.05
126;0.00;14441.00;15.97;0.12;0.08;-1.03;0.02
127;0.00;14527.00;10.32;0.12;0.06;-1.01;0.03
128;0.00;14613.00;6.68;0.12;-0.10;-1.05;0.00
129;0.00;14699.00;4.73;0.12;-0.00;-1.05;0.00
130;0.00;14785.00;3.30;0.12;0.03;-1.04;0.04
