Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
107;77.00;11283.00;402.89;8.91;-0.38;-0.45;0.09
108;77.00;11369.00;402.23;8.42;0.60;-0.54;0.08
109;75.00;11455.00;402.38;8.58;1.29;-0.92;0.12
110;73.00;11541.00;404.35;8.91;1.62;-0.94;0.03
111;71.00;11627.00;406.51;8.87;1.46;-1.21;0.10
112;69.00;11713.00;406.21;8.54;1.00;-1.36;0.15
113;67.00;11799.00;405.82;8.34;0.53;-1.37;0.17
114;65.00;11886.00;406.77;8.78;0.04;-0.98;0.08
115;63.00;11972.00;406.90;9.19;-0.53;-1.29;0.06
116;61.00;12058.00;405.11;9.48;-0.93;-1.09;0.12
117;59.00;12144.00;404.63;9.56;-1.32;-1.13;0.02
118;57.00;12230.00;404.77;9.44;-1.58;-1.07;0.18
119;55.00;12316.00;404.08;9.39;-1.55;-0.94;0.09
120;53.00;12402.00;407.03;9.15;-1.00;-1.00;0.04
121;51.00;12488.00;408.40;9.23;-0.48;-0.84;0.10
122;49.00;12574.00;409.22;8.91;0.17;-0.57;0.10
123;47.00;12660.00;408.83;8.42;-1.14;-1.15;0.02
124;45.00;12746.00;401.80;7.64;0.89;-0.57;0.10
125;43.00;12832.00;378.31;6.95;0.31;-0.91;0.13
126;41.00;12919.00;351.03;6.67;0.82;-1.18;0.04
127;39.00;13005.00;327.78;6.10;-1.08;-1.06;0.03
128;37.00;13091.00;306.16;5.57;-0.63;-1.24;0.02
129;35.00;13177.00;279.89;4.63;-0.42;-0.57;0.01
130;33.00;13263.00;254.33;3.82;-0.45;-1.52;0.04
131;31.00;13349.00;232.46;3.33;-0.57;-1.44;0.04
132;29.00;13435.00;211.85;3.09;-0.34;-0.60;0.11
133;27.00;13521.00;190.06;2.84;-0.04;-0.91;0.06
134;25.00;13607.00;171.17;2.48;0.24;-0.74;0.09
135;23.00;13693.00;155.93;2.07;-0.17;-1.51;0.00
136;21.00;13779.00;138.60;1.70;-0.23;-1.01;0.06
137;19.00;13865.00;122.69;1.34;-0.18;-1.13;0.01
138;0.00;13952.00;108.25;0.81;-0.03;-1.18;0.08
139;0.00;14039.00;87.05;0.44;0.00;-1.03;0.06
140;0.00;14125.00;56.64;0.12;-0.01;-0.98;0.14
141;0.00;14211.00;34.64;0.12;0.14;-1.01;0.01
142;0.00;14297.00;21.50;0.12;-0.00;-1.05;0.02
143;0.00;14383.00;14.88;0.12;0.08;-1.01;0.02
144;0.00;14469.00;9.88;0.12;0.04;-1.02;0.09
145;0.00;14555.00;6.42;0.12;-0.14;-1.03;0.02
146;0.00;14641.00;4.52;0.12;0.02;-1.03;0.02
147;0.00;14727.00;3.40;0.12;0.01;-1.05;0.01
148;0.00;14813.00;2.46;0.12;-0.06;-1.05;0.05
149;0.00;14899.00;1.66;0.12;-0.00;-1.03;0.02
150;0.00;14985.00;1.03;0.12;0.01;-1.04;0.03
151;0.00;15071.00;0.43;0.12;-0.03;-1.05;0.04
152;0.00;15158.00;0.09;0.12;-0.02;-1.04;0.00
153;0.00;15244.00;0.12;0.12;0.01;-1.03;0.01
154;0.00;15330.00;-0.11;0.12;-0.01;-1.04;0.02
155;0.00;15416.00;-0.33;0.12;-0.01;-1.04;0.04
156;0.00;15502.00;-0.49;0.12;-0.01;-1.04;0.02
157;0.00;15588.00;-0.36;0.12;-0.01;-1.04;0.04
158;0.00;15674.00;-0.37;0.12;-0.01;-1.04;0.03
159;0.00;15760.00;-0.44;0.12;-0.01;-1.04;0.02
160;0.00;15846.00;-0.42;0.12;-0.01;-1.04;0.00
161;0.00;15932.00;-0.48;0.12;-0.00;-1.04;0.01
162;0.00;16018.00;-0.47;0.12;-0.01;-1.04;0.02
163;0.00;16104.00;-0.44;0.12;-0.01;-1.04;0.02
164;0.00;16190.00;-0.48;0.12;-0.01;-1.04;0.01
165;0.00;16276.00;-0.55;0.12;-0.00;-1.04;0.01
166;0.00;16363.00;-0.72;0.12;-0.01;-1.04;0.02
167;0.00;16449.00;-0.69;0.12;-0.01;-1.04;0.01
168;0.00;16535.00;-0.59;0.12;-0.01;-1.04;0.01
169;0.00;16621.00;-0.65;0.12;-0.01;-1.04;0.02
170;0.00;16707.00;-0.52;0.12;-0.02;-1.04;0.02
171;0.00;16793.00;-0.51;0.12;-0.01;-1.04;0.01
172;0.00;16879.00;-0.47;0.12;-0.01;-1.05;0.02
173;0.00;16965.00;-0.54;0.12;-0.01;-1.04;0.01
174;0.00;17051.00;-0.54;0.12;-0.01;-1.04;0.02
175;0.00;17137.00;-0.66;0.12;-0.01;-1.04;0.01
176;0.00;17223.00;-0.70;0.12;-0.02;-1.04;0.02
177;0.00;17309.00;-0.53;0.12;-0.01;-1.04;0.01
178;0.00;17395.00;-0.46;0.12;-0.01;-1.04;0.01
179;0.00;17482.00;-0.61;0.12;-0.01;-1.04;0.01
180;0.00;17568.00;-0.64;0.12;-0.01;-1.04;0.01
181;0.00;17654.00;-0.61;0.12;-0.01;-1.04;0.01
182;0.00;17740.00;-0.60;0.12;-0.01;-1.04;0.01
183;0.00;17826.00;-0.66;0.12;-0.00;-1.04;0.01
184;0.00;17912.00;-0.55;0.12;-0.01;-1.04;0.01
185;0.00;17998.00;-0.49;0.12;-0.01;-1.04;0.02
186;0.00;18084.00;-0.60;0.12;-0.01;-1.04;0.01
187;0.00;18170.00;-0.65;0.12;-0.00;-1.04;0.01
188;0.00;18256.00;-0.66;0.12;-0.01;-1.04;0.01
189;0.00;18342.00;-0.58;0.12;-0.01;-1.04;0.01
190;0.00;18428.00;-0.62;0.12;-0.01;-1.04;0.02
191;0.00;18514.00;-0.57;0.12;-0.00;-1.04;0.02
192;0.00;18600.00;-0.50;0.12;-0.01;-1.04;0.02
193;0.00;18688.00;-0.44;0.12;-0.01;-1.04;0.01
194;0.00;18774.00;-0.42;0.12;-0.01;-1.04;0.02
195;0.00;18860.00;-0.53;0.12;-0.01;-1.04;0.01
196;0.00;18946.00;-0.62;0.12;-0.01;-1.04;0.01
197;0.00;19032.00;-0.59;0.12;-0.01;-1.04;0.01
198;0.00;19118.00;-0.59;0.12;-0.01;-1.04;0.01
199;0.00;19204.00;-0.62;0.12;-0.01;-1.04;0.01
200;0.00;19290.00;-0.49;0.12;-0.01;-1.05;0.02
201;0.00;19376.00;-0.62;0.12;-0.01;-1.04;0.02
202;0.00;19462.00;-0.62;0.12;-0.01;-1.04;0.01
203;0.00;19548.00;-0.52;0.16;-0.01;-1.04;0.01
204;0.00;19634.00;-0.43;0.16;-0.01;-1.04;0.01
205;0.00;19720.00;-0.60;0.16;-0.01;-1.04;0.01
206;0.00;19806.00;-0.59;0.12;-0.00;-1.04;0.01
207;0.00;19893.00;-0.55;0.12;-0.01;-1.04;0.01
208;0.00;19979.00;-0.49;0.12;-0.01;-1.04;0.01
209;0.00;20065.00;-0.54;0.12;-0.01;-1.04;0.01
210;0.00;20151.00;-0.78;0.12;-0.01;-1.04;0.02
211;0.00;20237.00;-0.57;0.12;-0.01;-1.04;0.01
212;0.00;20323.00;-0.34;0.12;-0.01;-1.05;0.02
213;0.00;20409.00;-0.41;0.12;-0.01;-1.04;0.01
214;0.00;20495.00;-0.50;0.12;-0.01;-1.04;0.02
215;0.00;20667.00;-0.49;0.12;-0.01;-1.04;0.02
216;0.00;20753.00;-0.52;0.12;-0.01;-1.03;0.02
217;0.00;20839.00;-0.37;0.12;-0.01;-1.04;0.01
218;0.00;20925.00;-0.47;0.12;-0.01;-1.04;0.01
219;0.00;21011.00;-0.66;0.12;-0.01;-1.04;0.01
220;0.00;21098.00;-0.64;0.12;-0.01;-1.04;0.01
221;0.00;21184.00;-0.54;0.12;-0.01;-1.04;0.02
222;0.00;21270.00;-0.58;0.12;-0.01;-1.03;0.01
223;0.00;21356.00;-0.53;0.12;-0.00;-1.04;0.01
224;0.00;21442.00;-0.60;0.12;-0.01;-1.04;0.02
225;0.00;21528.00;-0.51;0.16;-0.01;-1.04;0.01
226;0.00;21614.00;-0.59;0.16;-0.01;-1.04;0.01
227;0.00;21700.00;-0.51;0.16;-0.01;-1.05;0.01
228;0.00;21786.00;-0.41;0.12;-0.01;-1.05;0.02
229;0.00;21872.00;-0.56;0.12;-0.01;-1.04;0.02
230;0.00;21958.00;-0.68;0.12;-0.01;-1.04;0.01
231;0.00;22044.00;-0.73;0.12;-0.01;-1.04;0.02
232;0.00;22130.00;-0.51;0.12;-0.01;-1.03;0.01
233;0.00;22216.00;-0.53;0.12;-0.01;-1.04;0.02
234;0.00;22303.00;-0.61;0.12;-0.01;-1.04;0.01
235;0.00;22389.00;-0.53;0.12;-0.01;-1.04;0.02
236;0.00;22475.00;-0.62;0.12;-0.01;-1.04;0.01
237;0.00;22561.00;-0.58;0.12;-0.00;-1.03;0.02
238;0.00;22647.00;-0.67;0.12;-0.01;-1.04;0.01
239;0.00;22733.00;-0.72;0.12;-0.01;-1.04;0.02
240;0.00;22819.00;-0.44;0.12;-0.00;-1.04;0.02
241;0.00;22905.00;-0.52;0.12;-0.01;-1.04;0.01
242;0.00;22991.00;-0.54;0.12;-0.01;-1.04;0.01
243;0.00;23077.00;-0.46;0.12;-0.01;-1.04;0.02
244;0.00;23163.00;-0.59;0.12;-0.01;-1.04;0.00
245;0.00;23249.00;-0.74;0.12;-0.01;-1.04;0.01
246;0.00;23335.00;-0.64;0.12;-0.02;-1.04;0.01
247;0.00;23422.00;-0.61;0.12;-0.01;-1.04;0.01
248;0.00;23508.00;-0.54;0.12;-0.01;-1.05;0.02
249;0.00;23595.00;-0.43;0.12;-0.01;-1.04;0.01
250;0.00;23681.00;-0.42;0.12;-0.02;-1.04;0.02
251;0.00;23767.00;-0.38;0.12;-0.01;-1.05;0.01
252;0.00;23853.00;-0.41;0.12;-0.01;-1.04;0.01
253;0.00;23939.00;-0.48;0.12;-0.01;-1.04;0.02
254;0.00;24025.00;-0.34;0.12;-0.01;-1.04;0.01
255;0.00;24111.00;-0.41;0.12;-0.00;-1.04;0.01
256;0.00;24197.00;-0.52;0.12;-0.01;-1.04;0.02
257;0.00;24283.00;-0.58;0.12;-0.01;-1.04;0.01
258;0.00;24369.00;-0.53;0.12;-0.00;-1.04;0.01
259;0.00;24455.00;-0.42;0.12;-0.01;-1.04;0.02
260;0.00;24541.00;-0.57;0.12;-0.00;-1.03;0.01
261;0.00;24628.00;-0.47;0.12;-0.01;-1.05;0.01
262;0.00;24714.00;-0.52;0.12;-0.01;-1.04;0.00
263;0.00;24800.00;-0.49;0.12;-0.01;-1.04;0.00
264;0.00;24886.00;-0.55;0.12;-0.01;-1.04;0.01
265;0.00;24972.00;-0.65;0.12;-0.00;-1.04;0.01
266;0.00;25058.00;-0.63;0.12;-0.01;-1.04;0.02
267;0.00;25144.00;-0.63;0.12;-0.01;-1.04;0.01
268;0.00;25230.00;-0.56;0.12;-0.01;-1.04;0.01
269;0.00;25316.00;-0.76;0.12;-0.01;-1.04;0.01
270;0.00;25402.00;-0.58;0.12;-0.01;-1.04;0.02
271;0.00;25488.00;-0.55;0.12;-0.01;-1.05;0.01
272;0.00;25574.00;-0.53;0.12;-0.01;-1.04;0.01
273;0.00;25660.00;-0.46;0.12;-0.01;-1.04;0.01
274;0.00;25746.00;-0.61;0.12;-0.01;-1.04;0.01
275;0.00;25832.00;-0.59;0.12;-0.01;-1.04;0.01
276;0.00;26177.00;-0.53;0.12;-0.01;-1.04;0.01
277;0.00;26263.00;-0.53;0.12;-0.01;-1.04;0.01
278;0.00;26349.00;-0.69;0.12;-0.01;-1.04;0.01
279;0.00;26435.00;-0.66;0.12;-0.01;-1.04;0.01
280;0.00;26521.00;-0.69;0.12;-0.01;-1.04;0.01
281;0.00;26607.00;-0.67;0.12;-0.02;-1.04;0.01
282;0.00;26693.00;-0.61;0.12;-0.01;-1.04;0.01
283;0.00;26779.00;-0.66;0.12;-0.01;-1.04;0.02
284;0.00;26865.00;-0.62;0.12;-0.01;-1.04;0.01
285;0.00;26951.00;-0.47;0.16;-0.01;-1.04;0.01
286;0.00;27038.00;-0.59;0.16;-0.01;-1.04;0.01
287;0.00;27124.00;-0.79;0.16;-0.01;-1.04;0.01
288;0.00;27210.00;-0.63;0.12;-0.01;-1.04;0.01
289;0.00;27296.00;-0.62;0.12;-0.01;-1.04;0.01
290;0.00;27382.00;-0.74;0.12;-0.01;-1.04;0.01
291;0.00;27468.00;-0.46;0.16;-0.01;-1.04;0.01
292;0.00;27554.00;-0.53;0.16;-0.01;-1.04;0.01
293;0.00;27640.00;-0.76;0.16;-0.01;-1.04;0.01
294;0.00;27726.00;-0.59;0.12;-0.01;-1.05;0.02
295;0.00;27812.00;-0.58;0.12;-0.00;-1.04;0.01
296;0.00;27898.00;-0.51;0.12;-0.01;-1.04;0.02
297;0.00;27984.00;-0.48;0.12;-0.00;-1.04;0.01
298;0.00;28070.00;-0.61;0.12;-0.01;-1.04;0.01
299;0.00;28157.00;-0.82;0.12;-0.01;-1.04;0.02
300;0.00;28243.00;-0.67;0.12;-0.01;-1.04;0.01
301;0.00;28329.00;-0.64;0.12;-0.01;-1.04;0.01
302;0.00;28416.00;-0.66;0.12;-0.01;-1.04;0.02
303;0.00;28502.00;-0.67;0.12;-0.01;-1.04;0.01
304;0.00;28588.00;-0.66;0.12;-0.01;-1.04;0.01
305;0.00;28674.00;-0.55;0.12;-0.01;-1.04;0.01
306;0.00;28760.00;-0.61;0.12;-0.01;-1.05;0.02
307;0.00;28846.00;-0.71;0.12;-0.01;-1.04;0.01
308;0.00;28932.00;-0.55;0.12;-0.01;-1.04;0.01
309;0.00;29018.00;-0.53;0.12;-0.01;-1.04;0.01
310;0.00;29104.00;-0.68;0.12;-0.01;-1.04;0.00
311;0.00;29190.00;-0.53;0.12;-0.01;-1.04;0.02
312;0.00;29276.00;-0.50;0.12;-0.01;-1.04;0.01
313;0.00;29363.00;-0.48;0.12;-0.01;-1.04;0.01
314;0.00;29449.00;-0.56;0.12;-0.01;-1.04;0.01
315;0.00;29535.00;-0.63;0.12;-0.01;-1.04;0.02
316;0.00;29621.00;-0.66;0.12;-0.01;-1.04;0.01
317;0.00;29707.00;-0.53;0.12;-0.01;-1.04;0.01
318;0.00;29793.00;-0.53;0.12;-0.01;-1.05;0.02
319;0.00;29879.00;-0.56;0.12;-0.00;-1.04;0.01
320;0.00;29965.00;-0.55;0.12;-0.01;-1.04;0.01
321;0.00;30051.00;-0.61;0.12;-0.01;-1.04;0.01
322;0.00;30137.00;-0.56;0.12;-0.01;-1.04;0.01
323;0.00;30223.00;-0.61;0.12;-0.00;-1.04;0.01
324;0.00;30395.00;-0.42;0.12;-0.01;-1.04;0.01
325;0.00;30481.00;-0.51;0.12;-0.01;-1.03;0.01
326;0.00;30568.00;-0.43;0.12;-0.01;-1.03;0.01
327;0.00;30654.00;-0.56;0.12;-0.01;-1.04;0.02
328;0.00;30740.00;-0.71;0.12;-0.01;-1.04;0.01
329;0.00;30826.00;-0.81;0.12;-0.01;-1.04;0.01
330;0.00;30912.00;-0.77;0.12;-0.01;-1.04;0.01
331;0.00;30998.00;-0.61;0.12;-0.01;-1.04;0.01
332;0.00;31084.00;-0.62;0.12;-0.00;-1.04;0.01
333;0.00;31170.00;-0.53;0.12;-0.01;-1.04;0.01
334;0.00;31256.00;-0.54;0.12;-0.01;-1.03;0.01
335;0.00;31342.00;-0.52;0.12;-0.01;-1.04;0.01
336;0.00;31428.00;-0.53;0.12;-0.01;-1.04;0.01
337;0.00;31514.00;-0.60;0.12;-0.01;-1.04;0.02
338;0.00;31600.00;-0.63;0.12;-0.01;-1.04;0.01
339;0.00;31686.00;-0.45;0.12;-0.02;-1.04;0.02
340;0.00;31773.00;-0.40;0.16;-0.01;-1.04;0.00
341;0.00;31859.00;-0.55;0.16;-0.01;-1.04;0.01
342;0.00;31945.00;-0.49;0.16;-0.01;-1.04;0.01
343;0.00;32031.00;-0.34;0.12;-0.01;-1.04;0.01
344;0.00;32117.00;-0.46;0.12;-0.00;-1.04;0.01
345;0.00;32203.00;-0.66;0.12;-0.00;-1.04;0.01
346;0.00;32289.00;-0.59;0.12;-0.01;-1.04;0.02
347;0.00;32375.00;-0.65;0.12;-0.01;-1.04;0.02
348;0.00;32461.00;-0.55;0.12;-0.01;-1.04;0.01
349;0.00;32547.00;-0.65;0.12;-0.01;-1.04;0.01
350;0.00;32633.00;-0.63;0.12;-0.01;-1.04;0.02
351;0.00;32719.00;-0.58;0.12;-0.01;-1.04;0.01
352;0.00;32805.00;-0.61;0.12;-0.01;-1.04;0.01
353;0.00;32891.00;-0.57;0.12;-0.01;-1.05;0.02
354;0.00;32978.00;-0.61;0.12;-0.01;-1.04;0.01
355;0.00;33064.00;-0.59;0.12;-0.01;-1.04;0.02
356;0.00;33150.00;-0.51;0.12;-0.01;-1.04;0.02
357;0.00;33236.00;-0.47;0.12;-0.01;-1.05;0.02
358;0.00;33323.00;-0.49;0.12;-0.01;-1.04;0.01
359;0.00;33409.00;-0.70;0.12;-0.01;-1.04;0.01
360;0.00;33495.00;-0.47;0.12;-0.00;-1.04;0.01
361;0.00;33581.00;-0.37;0.12;-0.01;-1.04;0.02
362;0.00;33667.00;-0.57;0.12;-0.00;-1.04;0.01
363;0.00;33753.00;-0.44;0.12;-0.01;-1.04;0.01
364;0.00;33839.00;-0.54;0.12;-0.01;-1.04;0.01
365;0.00;33925.00;-0.53;0.12;-0.01;-1.04;0.02
366;0.00;34011.00;-0.55;0.16;-0.01;-1.04;0.02
367;0.00;34097.00;-0.70;0.16;-0.01;-1.04;0.02
368;0.00;34183.00;-0.46;0.16;-0.01;-1.05;0.01
369;0.00;34270.00;-0.34;0.12;-0.01;-1.04;0.01
370;0.00;34356.00;-0.45;0.12;-0.01;-1.04;0.01
371;0.00;34442.00;-0.55;0.12;-0.01;-1.04;0.01
372;0.00;34528.00;-0.59;0.12;-0.01;-1.04;0.01
373;0.00;34614.00;-0.53;0.12;-0.01;-1.04;0.01
374;0.00;34700.00;-0.35;0.12;-0.01;-1.04;0.02
375;0.00;34786.00;-0.53;0.12;-0.01;-1.04;0.01
376;0.00;34872.00;-0.54;0.12;-0.01;-1.04;0.01
377;0.00;34958.00;-0.47;0.12;-0.01;-1.04;0.02
378;0.00;35044.00;-0.48;0.12;-0.01;-1.04;0.01
379;0.00;35130.00;-0.44;0.12;-0.01;-1.04;0.01
