Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
122;51.00;12363.00;394.67;8.34;-0.91;-1.17;0.03
123;49.00;12449.00;395.03;8.17;-1.28;-1.11;0.16
124;47.00;12535.00;396.06;8.05;0.00;-1.06;0.01
125;45.00;12621.00;388.49;7.32;0.29;-0.96;0.05
126;43.00;12707.00;365.61;6.75;0.94;-1.43;0.01
127;41.00;12793.00;342.81;6.14;-0.02;-1.18;0.06
128;39.00;12879.00;317.99;5.73;0.47;-0.79;0.03
129;37.00;12965.00;293.42;5.16;-0.34;-0.71;0.02
130;35.00;13052.00;271.69;4.55;0.71;-0.56;0.04
131;33.00;13138.00;253.41;3.98;-0.72;-0.92;0.08
132;31.00;13224.00;230.57;3.37;-0.73;-0.68;0.13
133;29.00;13310.00;209.93;3.09;0.24;-0.71;0.05
134;27.00;13396.00;192.79;2.72;0.06;-0.50;0.15
135;25.00;13483.00;174.68;2.52;0.23;-0.62;0.00
136;23.00;13569.00;156.26;1.99;-0.38;-1.48;0.00
137;21.00;13655.00;138.77;1.62;-0.36;-1.38;0.04
138;19.00;13741.00;122.01;1.30;0.11;-1.14;0.07
139;0.00;13827.00;105.24;0.85;0.06;-0.88;0.02
140;0.00;13914.00;86.42;0.44;0.07;-1.08;0.00
141;0.00;14000.00;58.53;0.12;-0.06;-1.02;0.02
142;0.00;14086.00;34.82;0.12;0.10;-0.99;0.03
143;0.00;14172.00;21.58;0.12;-0.01;-1.04;0.01
144;0.00;14258.00;13.68;0.12;0.00;-1.02;0.04
145;0.00;14344.00;8.75;0.12;0.06;-1.03;0.03
146;0.00;14430.00;5.91;0.12;-0.06;-1.05;0.00
147;0.00;14516.00;4.23;0.12;-0.01;-1.03;0.00
148;0.00;14602.00;2.91;0.12;0.01;-1.03;0.01
149;0.00;14688.00;1.72;0.12;-0.01;-1.05;0.02
150;0.00;14774.00;0.71;0.12;-0.01;-1.05;0.01
151;0.00;14861.00;0.12;0.12;-0.01;-1.04;0.00
152;0.00;14947.00;-0.36;0.12;-0.01;-1.05;0.00
153;0.00;15033.00;-0.83;0.12;-0.00;-1.03;0.01
154;0.00;15119.00;-1.12;0.12;-0.01;-1.05;0.01
155;0.00;15291.00;-1.32;0.12;-0.02;-1.04;0.00
156;0.00;15377.00;-1.41;0.08;-0.00;-1.04;0.01
157;0.00;15463.00;-1.67;0.08;-0.00;-1.03;0.00
158;0.00;15549.00;-1.58;0.08;-0.01;-1.04;0.01
159;0.00;15635.00;-1.47;0.12;-0.01;-1.04;0.01
160;0.00;15721.00;-1.31;0.12;-0.01;-1.04;0.01
161;0.00;15808.00;-1.62;0.12;-0.00;-1.04;0.01
162;0.00;15894.00;-1.59;0.12;-0.01;-1.04;0.01
163;0.00;15980.00;-1.35;0.12;-0.01;-1.04;0.01
164;0.00;16066.00;-1.24;0.12;-0.01;-1.04;0.01
165;0.00;16152.00;-1.23;0.12;-0.01;-1.04;0.01
166;0.00;16238.00;-1.14;0.12;-0.00;-1.04;0.01
167;0.00;16324.00;-1.14;0.12;-0.00;-1.04;0.01
168;0.00;16410.00;-1.26;0.12;-0.00;-1.04;0.01
169;0.00;16496.00;-1.23;0.12;-0.01;-1.04;0.02
170;0.00;16582.00;-1.22;0.12;-0.01;-1.04;0.01
171;0.00;16668.00;-1.29;0.08;-0.01;-1.04;0.01
172;0.00;16755.00;-1.24;0.04;-0.01;-1.04;0.01
