Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
80;50.00;8732.00;16.24;3.17;-0.35;-1.43;0.01
81;55.00;8818.00;71.92;3.54;-0.47;-1.37;0.00
82;60.00;8905.00;145.58;3.09;0.11;-0.54;0.18
83;65.00;8991.00;187.79;3.49;-0.78;-1.38;0.09
84;70.00;9077.00;218.51;4.19;-0.52;-0.71;0.08
85;75.00;9163.00;249.44;4.72;0.16;-1.55;0.05
86;80.00;9249.00;283.55;5.94;-1.43;-0.70;0.06
87;85.00;9335.00;312.26;6.83;1.31;-1.62;0.01
88;90.00;9421.00;337.27;8.01;0.08;-0.80;0.07
89;95.00;9507.00;372.83;8.38;1.24;-0.78;0.09
90;100.00;9593.00;401.55;8.54;1.63;-0.97;0.08
91;105.00;9680.00;410.51;8.62;0.75;-1.21;0.01
92;110.00;9766.00;411.59;8.62;-0.26;-1.39;0.05
93;115.00;9852.00;410.53;8.99;-0.92;-1.45;0.09
94;120.00;9938.00;409.34;8.78;-1.55;-1.16;0.03
95;125.00;10024.00;408.80;8.62;-1.29;-1.17;0.05
96;130.00;10110.00;407.98;8.78;-0.25;-0.44;0.03
97;135.00;10196.00;407.47;8.82;0.85;-0.66;0.09
98;140.00;10283.00;407.12;9.27;1.65;-0.61;0.00
99;140.00;10369.00;406.06;8.91;1.39;-0.98;0.11
100;135.00;10455.00;405.16;9.15;0.59;-1.35;0.17
101;130.00;10542.00;404.81;8.58;0.12;-1.36;0.10
102;125.00;10628.00;404.22;8.70;-0.92;-1.44;0.11
103;120.00;10714.00;403.69;8.74;-1.52;-1.43;0.07
104;115.00;10800.00;403.89;9.11;-1.48;-1.24;0.02
105;110.00;10886.00;403.91;8.87;-1.02;-1.17;0.21
106;105.00;10972.00;403.07;9.03;-0.10;-0.87;0.01
107;100.00;11058.00;402.62;8.82;0.69;-0.56;0.15
108;95.00;11144.00;403.11;9.11;1.09;-0.49;0.09
109;90.00;11230.00;403.30;8.62;1.62;-0.85;0.06
110;85.00;11317.00;403.37;8.05;0.73;-1.18;0.00
111;80.00;11403.00;396.21;7.12;-0.04;-1.13;0.12
112;75.00;11489.00;370.46;6.14;0.86;-0.78;0.13
113;70.00;11575.00;334.37;5.61;-1.18;-1.24;0.02
114;65.00;11661.00;302.14;4.72;-0.94;-0.95;0.02
115;60.00;11747.00;270.90;3.94;0.48;-1.45;0.07
116;55.00;11833.00;238.51;3.17;-0.14;-1.59;0.12
117;50.00;11919.00;210.19;2.84;0.27;-0.64;0.08
118;45.00;12005.00;185.27;2.36;0.09;-0.82;0.45
119;40.00;12092.00;161.42;1.74;0.14;-1.06;0.44
120;0.00;12178.00;138.68;0.93;-0.15;-1.02;0.05
121;0.00;12264.00;111.52;0.40;-0.02;-1.03;0.01
122;0.00;12350.00;72.07;0.12;0.05;-1.03;0.02
123;0.00;12436.00;42.17;0.12;0.04;-1.02;0.00
124;0.00;12522.00;25.72;0.12;-0.02;-1.02;0.02
125;0.00;12608.00;16.35;0.12;0.00;-1.04;0.02
126;0.00;12694.00;10.87;0.16;0.09;-1.03;0.05
127;0.00;12780.00;7.71;0.16;-0.04;-1.05;0.03
128;0.00;12867.00;5.97;0.16;-0.04;-1.04;0.00
129;0.00;12953.00;4.90;0.12;0.01;-1.03;0.00
130;0.00;13039.00;3.70;0.12;0.00;-1.02;0.03
131;0.00;13125.00;2.82;0.12;-0.03;-1.04;0.02
132;0.00;13211.00;2.11;0.12;-0.01;-1.03;0.02
133;0.00;13297.00;1.69;0.12;0.00;-1.05;0.02
134;0.00;13383.00;1.40;0.12;-0.01;-1.03;0.01
135;0.00;13469.00;1.11;0.12;-0.02;-1.03;0.01
136;0.00;13555.00;0.81;0.12;-0.01;-1.05;0.02
137;0.00;13642.00;0.59;0.12;-0.01;-1.05;0.03
138;0.00;13728.00;0.49;0.12;-0.01;-1.04;0.02
139;0.00;13814.00;0.62;0.12;-0.00;-1.03;0.00
140;0.00;13900.00;0.63;0.12;-0.01;-1.04;0.00
141;0.00;13986.00;0.71;0.12;-0.01;-1.04;0.01
142;0.00;14072.00;0.58;0.12;-0.00;-1.03;0.01
143;0.00;14158.00;0.54;0.12;-0.01;-1.03;0.01
144;0.00;14244.00;0.55;0.12;-0.01;-1.04;0.01
145;0.00;14330.00;0.75;0.12;-0.01;-1.04;0.02
146;0.00;14416.00;0.81;0.12;-0.01;-1.06;0.01
147;0.00;14503.00;0.83;0.12;-0.01;-1.04;0.02
148;0.00;14589.00;0.62;0.12;-0.01;-1.04;0.01
149;0.00;14675.00;0.56;0.12;-0.01;-1.04;0.02
150;0.00;14761.00;0.68;0.12;-0.01;-1.04;0.01
151;0.00;14848.00;0.59;0.12;-0.01;-1.04;0.02
152;0.00;14934.00;0.62;0.12;-0.01;-1.04;0.01
153;0.00;15020.00;0.62;0.12;-0.01;-1.04;0.02
154;0.00;15106.00;0.64;0.12;-0.01;-1.04;0.01
155;0.00;15192.00;0.81;0.12;-0.01;-1.04;0.01
156;0.00;15278.00;0.62;0.12;-0.01;-1.04;0.01
157;0.00;15365.00;0.53;0.12;-0.01;-1.04;0.01
158;0.00;15451.00;0.51;0.12;-0.01;-1.04;0.01
159;0.00;15537.00;0.67;0.12;-0.01;-1.04;0.02
160;0.00;15623.00;0.67;0.12;-0.02;-1.04;0.01
161;0.00;15709.00;0.56;0.12;-0.01;-1.04;0.02
162;0.00;15795.00;0.58;0.12;-0.01;-1.04;0.01
163;0.00;15881.00;0.77;0.12;-0.01;-1.04;0.01
164;0.00;15967.00;0.85;0.12;-0.01;-1.04;0.01
165;0.00;16053.00;0.85;0.12;-0.01;-1.04;0.02
166;0.00;16140.00;0.80;0.12;-0.01;-1.04;0.02
167;0.00;16226.00;0.88;0.12;-0.01;-1.04;0.01
168;0.00;16312.00;0.88;0.12;-0.00;-1.04;0.01
169;0.00;16398.00;0.75;0.12;-0.01;-1.04;0.01
170;0.00;16484.00;0.59;0.12;-0.01;-1.04;0.01
171;0.00;16570.00;0.64;0.16;-0.01;-1.04;0.01
172;0.00;16656.00;0.65;0.16;-0.01;-1.03;0.01
173;0.00;16742.00;0.83;0.16;-0.01;-1.03;0.01
174;0.00;16828.00;0.88;0.12;-0.01;-1.04;0.01
175;0.00;16914.00;0.82;0.12;-0.01;-1.04;0.01
176;0.00;17001.00;0.71;0.12;-0.01;-1.04;0.01
177;0.00;17087.00;0.86;0.12;-0.01;-1.04;0.01
178;0.00;17173.00;0.96;0.12;-0.01;-1.04;0.00
179;0.00;17259.00;0.99;0.12;-0.01;-1.04;0.01
180;0.00;17345.00;0.89;0.12;-0.01;-1.04;0.01
181;0.00;17431.00;0.98;0.12;-0.01;-1.04;0.01
182;0.00;17517.00;0.92;0.12;-0.01;-1.03;0.02
183;0.00;17603.00;0.82;0.12;-0.01;-1.04;0.01
184;0.00;17689.00;0.84;0.12;-0.01;-1.04;0.01
185;0.00;17775.00;0.73;0.12;-0.01;-1.04;0.02
186;0.00;17862.00;0.79;0.12;-0.01;-1.04;0.01
187;0.00;17948.00;0.88;0.12;-0.01;-1.04;0.01
188;0.00;18034.00;0.88;0.12;-0.01;-1.04;0.02
189;0.00;18120.00;0.75;0.12;-0.01;-1.04;0.01
190;0.00;18206.00;0.77;0.12;-0.01;-1.04;0.02
191;0.00;18292.00;0.75;0.12;-0.01;-1.04;0.01
192;0.00;18378.00;0.85;0.12;-0.01;-1.04;0.01
193;0.00;18464.00;0.90;0.12;-0.01;-1.04;0.02
194;0.00;18550.00;0.90;0.12;-0.00;-1.03;0.01
195;0.00;18637.00;0.82;0.12;-0.00;-1.04;0.01
196;0.00;18723.00;0.54;0.12;-0.01;-1.04;0.01
197;0.00;18809.00;0.53;0.12;-0.01;-1.03;0.01
198;0.00;18895.00;0.64;0.12;-0.01;-1.04;0.01
199;0.00;18981.00;0.90;0.12;-0.01;-1.04;0.01
200;0.00;19067.00;0.91;0.12;-0.01;-1.05;0.02
201;0.00;19153.00;0.86;0.12;-0.01;-1.04;0.01
202;0.00;19239.00;0.98;0.12;-0.01;-1.04;0.01
203;0.00;19325.00;0.75;0.12;-0.01;-1.04;0.01
204;0.00;19411.00;0.59;0.12;-0.01;-1.04;0.01
205;0.00;19499.00;0.62;0.12;-0.02;-1.04;0.01
206;0.00;19585.00;0.95;0.12;-0.01;-1.04;0.01
207;0.00;19671.00;0.86;0.12;-0.02;-1.04;0.01
208;0.00;19757.00;0.80;0.12;-0.01;-1.06;0.01
209;0.00;19843.00;0.89;0.12;-0.01;-1.04;0.02
210;0.00;19929.00;0.93;0.12;-0.01;-1.04;0.02
211;0.00;20015.00;0.90;0.12;-0.01;-1.05;0.02
212;0.00;20101.00;0.85;0.12;-0.01;-1.03;0.01
213;0.00;20187.00;0.96;0.12;-0.01;-1.04;0.01
214;0.00;20273.00;0.85;0.12;-0.00;-1.03;0.01
215;0.00;20360.00;0.88;0.12;-0.01;-1.04;0.01
216;0.00;20446.00;1.01;0.12;-0.00;-1.03;0.01
217;0.00;20532.00;0.83;0.12;-0.01;-1.04;0.01
218;0.00;20618.00;0.79;0.12;-0.01;-1.05;0.01
219;0.00;20704.00;0.75;0.12;-0.01;-1.04;0.01
220;0.00;20790.00;0.81;0.12;-0.00;-1.04;0.01
221;0.00;20876.00;0.81;0.12;-0.00;-1.03;0.01
222;0.00;20962.00;0.83;0.12;-0.01;-1.04;0.01
223;0.00;21048.00;0.68;0.12;-0.01;-1.04;0.01
224;0.00;21134.00;0.68;0.12;-0.01;-1.04;0.01
225;0.00;22168.00;0.79;0.12;-0.01;-1.04;0.01
226;0.00;22254.00;0.93;0.12;-0.01;-1.04;0.01
227;0.00;22340.00;0.81;0.12;-0.01;-1.04;0.01
228;0.00;22426.00;0.75;0.12;-0.01;-1.04;0.01
229;0.00;22512.00;0.86;0.12;-0.01;-1.04;0.01
230;0.00;22598.00;0.90;0.12;-0.01;-1.04;0.01
231;0.00;22684.00;0.88;0.12;-0.01;-1.05;0.02
232;0.00;22770.00;0.88;0.12;-0.01;-1.04;0.02
233;0.00;22857.00;0.85;0.12;-0.00;-1.03;0.01
234;0.00;22943.00;0.77;0.12;-0.01;-1.04;0.01
235;0.00;23029.00;0.72;0.12;-0.01;-1.04;0.01
236;0.00;23115.00;0.83;0.12;-0.00;-1.04;0.01
237;0.00;23201.00;0.86;0.12;-0.01;-1.04;0.01
238;0.00;23287.00;0.95;0.12;-0.02;-1.04;0.01
239;0.00;23373.00;1.06;0.12;-0.00;-1.04;0.01
240;0.00;23459.00;0.91;0.12;-0.00;-1.03;0.01
241;0.00;23545.00;0.62;0.16;-0.01;-1.04;0.01
242;0.00;23631.00;0.70;0.16;-0.01;-1.04;0.02
243;0.00;23718.00;0.87;0.16;-0.01;-1.04;0.02
244;0.00;23804.00;0.80;0.12;-0.00;-1.04;0.01
245;0.00;23890.00;0.73;0.12;-0.01;-1.04;0.01
246;0.00;23976.00;0.75;0.12;-0.01;-1.04;0.01
247;0.00;24062.00;0.81;0.12;-0.01;-1.04;0.01
248;0.00;24148.00;0.83;0.12;-0.01;-1.04;0.01
249;0.00;24235.00;0.67;0.12;-0.01;-1.03;0.01
250;0.00;24321.00;0.62;0.12;-0.01;-1.04;0.01
251;0.00;24407.00;0.75;0.12;-0.01;-1.04;0.01
252;0.00;24493.00;0.77;0.12;-0.01;-1.04;0.01
253;0.00;24580.00;0.95;0.12;-0.01;-1.04;0.02
254;0.00;24666.00;0.97;0.12;-0.01;-1.03;0.02
255;0.00;24752.00;0.85;0.12;-0.01;-1.04;0.01
256;0.00;24838.00;0.67;0.12;-0.01;-1.04;0.02
257;0.00;24924.00;0.67;0.12;-0.00;-1.04;0.01
258;0.00;25010.00;0.83;0.12;-0.00;-1.03;0.01
259;0.00;25096.00;0.95;0.12;-0.01;-1.04;0.01
260;0.00;25182.00;0.90;0.12;-0.01;-1.03;0.01
261;0.00;25268.00;0.83;0.12;-0.02;-1.04;0.02
262;0.00;25354.00;0.69;0.12;-0.01;-1.04;0.01
263;0.00;25441.00;0.74;0.12;-0.01;-1.04;0.02
264;0.00;25527.00;0.85;0.12;-0.01;-1.04;0.01
265;0.00;25613.00;0.79;0.12;-0.02;-1.04;0.01
266;0.00;25699.00;0.77;0.12;-0.01;-1.04;0.01
267;0.00;25785.00;0.75;0.12;-0.01;-1.04;0.01
268;0.00;26129.00;0.80;0.12;-0.01;-1.04;0.01
269;0.00;26216.00;0.77;0.12;-0.00;-1.04;0.01
270;0.00;26302.00;0.82;0.16;-0.01;-1.04;0.01
271;0.00;26388.00;0.76;0.16;-0.00;-1.04;0.01
272;0.00;26474.00;0.88;0.16;-0.01;-1.04;0.02
273;0.00;26560.00;0.87;0.12;-0.01;-1.04;0.02
274;0.00;26646.00;0.69;0.12;-0.01;-1.04;0.02
275;0.00;26732.00;0.75;0.12;-0.01;-1.04;0.01
276;0.00;26818.00;0.80;0.12;-0.01;-1.04;0.01
277;0.00;26904.00;0.70;0.12;-0.01;-1.04;0.02
278;0.00;26990.00;0.81;0.12;-0.01;-1.04;0.01
279;0.00;27077.00;0.93;0.12;-0.01;-1.04;0.02
280;0.00;27163.00;0.92;0.12;-0.01;-1.04;0.02
281;0.00;27249.00;0.74;0.12;-0.01;-1.04;0.01
282;0.00;27335.00;0.63;0.12;-0.01;-1.04;0.01
283;0.00;27421.00;0.76;0.12;-0.01;-1.04;0.01
284;0.00;27507.00;0.78;0.12;-0.01;-1.04;0.01
285;0.00;27593.00;0.76;0.12;-0.01;-1.04;0.02
286;0.00;27679.00;0.71;0.12;-0.01;-1.04;0.01
287;0.00;27765.00;0.69;0.12;-0.02;-1.04;0.01
288;0.00;27851.00;0.85;0.12;-0.01;-1.04;0.02
289;0.00;27938.00;0.78;0.12;-0.01;-1.04;0.01
290;0.00;28024.00;0.71;0.12;-0.01;-1.03;0.00
291;0.00;28110.00;0.85;0.12;-0.01;-1.04;0.01
292;0.00;28196.00;0.93;0.12;-0.01;-1.04;0.02
293;0.00;28282.00;0.83;0.12;-0.01;-1.04;0.01
294;0.00;28368.00;0.62;0.12;-0.01;-1.04;0.01
295;0.00;28454.00;0.69;0.12;-0.01;-1.04;0.01
296;0.00;28540.00;0.69;0.12;-0.01;-1.04;0.01
297;0.00;28626.00;0.65;0.12;-0.01;-1.04;0.01
298;0.00;28712.00;0.77;0.12;-0.01;-1.04;0.01
299;0.00;28800.00;0.72;0.12;-0.01;-1.04;0.01
300;0.00;28886.00;0.77;0.12;-0.01;-1.04;0.01
301;0.00;28972.00;0.83;0.12;-0.01;-1.04;0.01
302;0.00;29058.00;0.77;0.12;-0.01;-1.04;0.02
303;0.00;29144.00;0.78;0.12;-0.01;-1.04;0.01
304;0.00;29230.00;0.83;0.12;-0.01;-1.04;0.01
305;0.00;29316.00;0.78;0.12;-0.00;-1.04;0.01
306;0.00;29402.00;0.85;0.12;-0.01;-1.04;0.01
307;0.00;29488.00;0.81;0.12;-0.01;-1.04;0.01
308;0.00;29574.00;0.70;0.12;-0.01;-1.04;0.01
309;0.00;29661.00;0.74;0.12;-0.01;-1.03;0.01
310;0.00;29747.00;0.60;0.12;-0.01;-1.04;0.01
311;0.00;29833.00;0.74;0.12;-0.01;-1.04;0.02
312;0.00;29919.00;0.75;0.12;-0.01;-1.04;0.01
313;0.00;30005.00;0.54;0.12;-0.01;-1.04;0.01
314;0.00;30091.00;0.42;0.12;-0.01;-1.04;0.02
315;0.00;30177.00;0.45;0.12;-0.01;-1.04;0.01
316;0.00;30263.00;0.61;0.12;-0.01;-1.04;0.01
317;0.00;30349.00;0.71;0.12;-0.01;-1.04;0.01
318;0.00;30435.00;0.76;0.12;-0.01;-1.04;0.02
319;0.00;30522.00;0.81;0.12;-0.01;-1.04;0.01
320;0.00;30608.00;0.89;0.12;-0.01;-1.03;0.01
321;0.00;30694.00;0.81;0.12;-0.02;-1.04;0.02
322;0.00;30780.00;0.73;0.12;-0.01;-1.04;0.01
323;0.00;30866.00;0.80;0.12;-0.01;-1.04;0.01
324;0.00;30952.00;0.83;0.12;-0.01;-1.04;0.01
325;0.00;31038.00;0.74;0.12;-0.01;-1.04;0.01
326;0.00;31124.00;0.88;0.12;-0.01;-1.04;0.01
327;0.00;31210.00;0.83;0.12;-0.01;-1.05;0.02
328;0.00;31296.00;0.92;0.12;-0.02;-1.04;0.02
329;0.00;31383.00;0.85;0.12;-0.01;-1.03;0.01
330;0.00;31469.00;0.67;0.12;-0.01;-1.04;0.02
331;0.00;31555.00;0.73;0.12;-0.01;-1.04;0.01
332;0.00;31641.00;0.64;0.12;-0.01;-1.04;0.01
333;0.00;31727.00;0.77;0.12;-0.01;-1.04;0.01
334;0.00;31813.00;0.83;0.12;-0.01;-1.04;0.01
335;0.00;31899.00;0.80;0.12;-0.01;-1.04;0.01
336;0.00;31985.00;0.76;0.12;-0.01;-1.04;0.01
337;0.00;32071.00;0.74;0.12;-0.01;-1.03;0.01
338;0.00;32157.00;0.73;0.12;-0.01;-1.04;0.01
339;0.00;32244.00;0.63;0.12;-0.01;-1.04;0.01
340;0.00;32330.00;0.75;0.12;-0.01;-1.05;0.02
341;0.00;32416.00;0.90;0.12;-0.01;-1.04;0.01
342;0.00;32502.00;0.91;0.12;-0.01;-1.04;0.01
343;0.00;32588.00;0.87;0.12;-0.01;-1.04;0.01
344;0.00;32674.00;0.77;0.12;-0.01;-1.05;0.01
345;0.00;32760.00;0.74;0.12;-0.01;-1.04;0.01
346;0.00;32846.00;0.82;0.12;-0.01;-1.04;0.01
347;0.00;32932.00;0.78;0.12;-0.01;-1.04;0.01
348;0.00;33019.00;0.78;0.12;-0.01;-1.04;0.01
349;0.00;33105.00;0.68;0.12;-0.01;-1.04;0.02
350;0.00;33191.00;0.67;0.12;-0.01;-1.03;0.01
351;0.00;33277.00;0.66;0.12;-0.01;-1.04;0.02
352;0.00;33363.00;0.59;0.12;-0.01;-1.04;0.02
353;0.00;33449.00;0.70;0.12;-0.01;-1.0
