Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
79;40.00;-16777216.00;0.45;0.73;-0.01;-1.14;0.06
80;45.00;0.00;1.72;2.36;0.00;-0.71;0.04
81;50.00;-16777216.00;15.52;3.25;0.28;-0.66;0.01
82;55.00;-16777216.00;71.34;3.54;0.51;-0.50;0.10
83;60.00;0.00;145.08;3.09;0.04;-1.52;0.17
84;65.00;-16777216.00;185.44;3.66;0.74;-0.90;0.01
85;70.00;-16777216.00;217.16;4.39;0.65;-1.53;0.02
86;75.00;0.00;243.39;5.24;0.49;-0.37;0.02
87;80.00;-16777216.00;270.50;6.22;1.20;-0.73;0.13
88;85.00;-16777216.00;303.48;7.36;-1.51;-0.93;0.04
89;90.00;0.00;337.72;8.46;-0.41;-1.27;0.02
90;95.00;-16777216.00;368.62;9.15;-1.18;-1.36;0.09
91;100.00;-16777216.00;394.97;9.52;-1.63;-0.99;0.07
92;105.00;0.00;404.76;9.27;-0.93;-0.69;0.00
93;110.00;-16777216.00;405.47;8.87;0.29;-0.47;0.07
94;115.00;-16777216.00;405.61;8.91;0.97;-0.76;0.04
95;120.00;0.00;405.17;8.87;1.66;-0.94;0.01
96;125.00;-16777216.00;405.55;9.23;1.39;-1.18;0.03
97;130.00;-16777216.00;404.93;9.11;0.61;-1.42;0.07
98;135.00;0.00;403.74;9.15;-0.28;-1.28;0.02
99;140.00;-16777216.00;402.84;8.87;-1.03;-1.06;0.11
100;140.00;0.00;402.05;8.58;-1.58;-0.92;0.04
101;135.00;0.00;401.69;8.46;-1.40;-1.05;0.08
102;130.00;-16777216.00;401.00;8.82;-1.15;-0.87;0.08
103;125.00;0.00;400.49;8.91;-0.28;-0.58;0.02
104;120.00;0.00;401.69;8.91;0.74;-0.24;0.06
105;115.00;-16777216.00;401.98;8.50;1.41;-0.80;0.02
106;110.00;0.00;402.60;8.54;1.61;-1.06;0.04
107;105.00;0.00;403.01;8.91;1.34;-1.27;0.06
108;100.00;-16777216.00;403.21;9.07;1.06;-1.42;0.18
109;95.00;0.00;403.75;9.31;0.48;-1.28;0.12
110;90.00;0.00;403.44;9.11;-0.06;-1.43;0.01
111;85.00;-16777216.00;402.83;8.91;1.09;-1.19;0.11
112;80.00;0.00;393.79;7.97;-1.40;-1.10;0.10
113;75.00;0.00;369.36;6.95;-0.83;-0.69;0.08
114;70.00;-16777216.00;335.86;5.90;0.47;-1.60;0.10
115;65.00;0.00;299.84;5.04;0.15;-1.57;0.01
116;60.00;0.00;270.20;4.27;0.14;-0.39;0.07
117;55.00;-16777216.00;242.66;3.37;0.08;-0.68;0.03
118;50.00;0.00;213.41;2.72;-0.48;-1.44;0.01
119;45.00;0.00;186.90;2.15;0.09;-1.11;0.06
120;40.00;-16777216.00;163.76;1.79;-0.36;-1.16;0.00
121;0.00;0.00;140.04;1.09;0.12;-0.83;0.29
122;0.00;0.00;109.39;0.52;0.13;-1.03;0.05
123;0.00;-16777216.00;67.34;0.12;-0.09;-1.05;0.05
124;0.00;0.00;39.70;0.12;0.08;-0.98;0.05
125;0.00;0.00;24.91;0.12;-0.04;-1.05;0.05
126;0.00;-16777216.00;16.23;0.12;-0.09;-1.06;0.00
127;0.00;0.00;10.77;0.12;0.00;-1.03;0.02
128;0.00;0.00;7.58;0.12;0.06;-1.03;0.05
129;0.00;-16777216.00;5.72;0.12;-0.06;-1.04;0.01
130;0.00;0.00;4.38;0.12;-0.03;-1.04;0.01
131;0.00;0.00;3.19;0.16;0.01;-1.04;0.01
132;0.00;-16777216.00;2.45;0.16;-0.00;-1.04;0.02
133;0.00;0.00;1.77;0.16;-0.02;-1.05;0.04
134;0.00;0.00;1.18;0.12;-0.01;-1.04;0.02
135;0.00;-16777216.00;0.89;0.12;-0.01;-1.04;0.06
136;0.00;0.00;0.83;0.12;-0.01;-1.04;0.05
137;0.00;0.00;0.46;0.12;-0.01;-1.04;0.02
138;0.00;-16777216.00;0.20;0.12;-0.01;-1.04;0.00
139;0.00;0.00;0.02;0.12;-0.01;-1.04;0.02
140;0.00;0.00;0.00;0.16;-0.01;-1.04;0.02
141;0.00;-16777216.00;-0.11;0.16;-0.01;-1.05;0.02
142;0.00;0.00;0.03;0.16;-0.01;-1.04;0.01
143;0.00;0.00;-0.01;0.12;-0.00;-1.03;0.00
144;0.00;-16777216.00;-0.14;0.12;-0.01;-1.05;0.00
145;0.00;0.00;-0.19;0.12;-0.01;-1.03;0.00
146;0.00;0.00;-0.26;0.12;-0.01;-1.04;0.02
147;0.00;-16777216.00;-0.21;0.12;-0.01;-1.05;0.01
148;0.00;0.00;-0.11;0.12;-0.01;-1.05;0.01
149;0.00;0.00;0.08;0.12;-0.00;-1.04;0.01
150;0.00;-16777216.00;0.16;0.12;-0.01;-1.04;0.01
151;0.00;0.00;0.06;0.12;-0.01;-1.04;0.02
152;0.00;0.00;0.08;0.12;-0.00;-1.04;0.01
153;0.00;-16777216.00;-0.12;0.12;-0.01;-1.04;0.01
154;0.00;0.00;-0.18;0.12;-0.01;-1.04;0.01
155;0.00;-16777216.00;-0.06;0.12;-0.00;-1.04;0.01
156;0.00;-16777216.00;-0.03;0.12;-0.01;-1.04;0.02
157;0.00;0.00;-0.02;0.12;-0.01;-1.04;0.01
158;0.00;-16777216.00;-0.02;0.12;-0.01;-1.04;0.02
